c
c This is glucose 4.1 --  based on MiniSAT (Many thanks to MiniSAT team)
c
c ========================================[ Problem Statistics ]===========================================
c |                                                                                                       |
c |  Number of variables:          1038                                                                   |
c |  Number of clauses:            2809                                                                   |
c |  Parse time:                   0.00 s                                                                 |
c |                                                                                                       |
c | Preprocesing is fully done
c |  Eliminated clauses:           0.02 Mb                                                                |
c |  Simplification time:          0.01 s                                                                 |
c |                                                                                                       |
c ========================================[ MAGIC CONSTANTS ]==============================================
c | Constants are supposed to work well together :-)                                                      |
c | however, if you find better choices, please let us known...                                           |
c |-------------------------------------------------------------------------------------------------------|
c | Adapt dynamically the solver after 100000 conflicts (restarts, reduction strategies...)               |
c |-------------------------------------------------------------------------------------------------------|
c |                                |                                |                                     |
c | - Restarts:                    | - Reduce Clause DB:            | - Minimize Asserting:               |
c |   * LBD Queue    :     50      |   * First     :   2000         |    * size <  30                     |
c |   * Trail  Queue :   5000      |   * Inc       :    300         |    * lbd  <   6                     |
c |   * K            :   0.80      |   * Special   :   1000         |                                     |
c |   * R            :   1.40      |   * Protected :  (lbd)< 30     |                                     |
c |                                |                                |                                     |
c ==================================[ Search Statistics (every  10000 conflicts) ]=========================
c |                                                                                                       |
c |          RESTARTS           |          ORIGINAL         |              LEARNT              | Progress |
c |      675         0      651 |     124      498     8605 |   177     3972        6   401992 | 36.418 % |
c |      702         0      641 |     124      498     8802 |   182     3978        6   411853 | 36.416 % |
c |      721         0      638 |     124      498     9165 |   187     3910        6   421729 | 36.416 % |
c |      758         0      620 |     124      498     9458 |   192     3953        6   431556 | 36.417 % |
c |      795         0      603 |     124      498     9524 |   197     3982        6   441472 | 36.417 % |
c |      814         0      601 |     124      498     9663 |   202     3969        7   451373 | 36.417 % |
c |      845         0      591 |     124      498     9867 |   207     3959        7   461285 | 36.416 % |
c |      868         0      587 |     124      498    10081 |   212     3967        7   471143 | 36.416 % |
c |      894         0      581 |     124      498    10283 |   217     3974        7   481033 | 36.417 % |
c |      929         0      570 |     124      498    10561 |   222     3966        7   490893 | 36.416 % |
c |      984         0      548 |     124      498    10742 |   227     3960        8   500808 | 36.416 % |
c |     1001         0      549 |     124      498    10855 |   232     3976        8   510700 | 36.416 % |
c |     1073         0      521 |     124      498    10899 |   237     3976        8   520640 | 36.417 % |
c |     1073         0      531 |     124      498    10948 |   242     3973        8   530575 | 36.417 % |
c |     1113         0      521 |     124      498    11330 |   247     3952        8   540432 | 36.417 % |
c |     1137         0      518 |     124      498    11483 |   252     3982        8   550308 | 36.417 % |
c |     1157         0      518 |     124      498    11593 |   257     3975        9   560219 | 36.417 % |
c |     1181         0      516 |     124      498    11714 |   262     3974        9   570140 | 36.417 % |
c |     1212         0      511 |     124      498    11848 |   267     3979        9   580056 | 36.417 % |
c |     1255         0      501 |     124      498    12714 |   272     3933        9   589910 | 36.417 % |
c |     1302         0      491 |     124      498    12921 |   277     3971        9   599770 | 36.416 % |
c |     1350         0      481 |     124      498    13137 |   282     3959        9   609642 | 36.416 % |
c |     1405         0      469 |     124      498    13235 |   287     3985        9   619538 | 36.417 % |
c |     1421         0      471 |     124      498    13250 |   292     3989        9   629481 | 36.416 % |
c |     1458         0      466 |     124      498    13366 |   297     3965        9   639394 | 36.416 % |
c |     1466         0      470 |     124      498    13510 |   302     3967        9   649318 | 36.416 % |
c |     1468         0      476 |     124      498    13574 |   307     3984        9   659239 | 36.416 % |
c |     1524         0      465 |     124      498    13647 |   312     3993        9   669186 | 36.417 % |
c |     1576         0      456 |     124      498    13894 |   317     3990        9   679112 | 36.417 % |
c |     1578         0      462 |     124      498    13962 |   322     3949        9   689044 | 36.416 % |
c |     1606         0      460 |     124      498    14205 |   327     3951        9   698870 | 36.417 % |
c |     1645         0      455 |     124      498    14314 |   332     3977        9   708764 | 36.417 % |
c |     1670         0      455 |     124      498    14538 |   337     3929       10   718664 | 36.417 % |
c |     1670         0      461 |     124      498    14657 |   342     3953       10   728488 | 36.417 % |
c |     1686         0      462 |     124      498    14728 |   347     3969       10   738385 | 36.416 % |
c |     1700         0      464 |     124      498    14979 |   352     3984       10   748253 | 36.417 % |
c |     1722         0      464 |     124      498    15091 |   357     3977       10   758164 | 36.417 % |
c |     1772         0      457 |     124      498    15266 |   362     3967       10   768068 | 36.417 % |
c |     1836         0      446 |     124      498    15406 |   367     3978       10   777994 | 36.417 % |
c |     1836         0      452 |     124      498    15677 |   372     3923       10   787865 | 36.417 % |
c |     1871         0      448 |     124      498    15721 |   377     3986       10   797739 | 36.417 % |
c |     1871         0      454 |     124      498    15762 |   382     4007       10   807671 | 36.417 % |
c |     1885         0      456 |     124      498    15853 |   387     3977       10   817630 | 36.417 % |
c |     1923         0      452 |     124      498    15953 |   392     3982       10   827553 | 36.417 % |
c |     1945         0      452 |     124      498    16017 |   397     3981       10   837495 | 36.416 % |
c |     1990         0      447 |     124      498    16101 |   402     3985       10   847402 | 36.417 % |
c |     2045         0      440 |     124      498    16148 |   407     3994       10   857354 | 36.416 % |
c |     2072         0      439 |     124      498    16383 |   412     3940       10   867255 | 36.416 % |
c |     2141         0      429 |     124      498    16483 |   417     3976       10   877130 | 36.416 % |
c |     2213         0      420 |     124      498    16675 |   422     3991       10   887032 | 36.417 % |
c |     2276         0      413 |     124      498    16933 |   427     3969       10   896938 | 36.417 % |
c |     2287         0      415 |     124      498    17043 |   432     3985       10   906836 | 36.416 % |
c |     2305         0      416 |     124      498    17175 |   437     3975       10   916756 | 36.416 % |
c |     2328         0      416 |     124      498    17540 |   442     3921       10   926650 | 36.416 % |
c |     2339         0      418 |     124      498    17969 |   447     3941       10   936463 | 36.416 % |
c |     2372         0      417 |     124      498    18283 |   452     3954       10   946341 | 36.416 % |
c |     2409         0      415 |     124      498    18412 |   457     3981       10   956214 | 36.416 % |
c |     2553         0      395 |     124      498    18584 |   462     3967       10   966166 | 36.417 % |
c |     2582         0      395 |     124      498    18719 |   467     3994       10   976075 | 36.416 % |
c |     2618         0      393 |     124      498    19334 |   472     3938       10   985953 | 36.417 % |
c |     2658         0      391 |     124      498    19387 |   477     3977       10   995867 | 36.417 % |
c |     2697         0      389 |     124      498    19580 |   482     3975       10  1005776 | 36.418 % |
c |     2697         0      393 |     124      498    19680 |   487     3964       10  1015669 | 36.418 % |
c |     2753         0      388 |     124      498    20043 |   492     3978       10  1025538 | 36.416 % |
c |     2784         0      387 |     124      498    20157 |   497     3993       10  1035468 | 36.416 % |
c |     2810         0      387 |     124      498    20216 |   502     3979       11  1045403 | 36.416 % |
c |     2844         0      386 |     124      498    20495 |   507     3913       11  1055309 | 36.417 % |
c |     2859         0      388 |     124      498    20673 |   512     3951       11  1065165 | 36.417 % |
c |     2897         0      386 |     124      498    20807 |   517     3980       11  1075066 | 36.417 % |
c |     2919         0      387 |     124      498    20974 |   522     3968       11  1084956 | 36.416 % |
c |     2954         0      385 |     124      498    21111 |   527     3967       11  1094876 | 36.417 % |
c |     2987         0      385 |     124      498    21397 |   532     3941       11  1104783 | 36.417 % |
c |     2998         0      386 |     124      498    22435 |   537     3905       14  1114528 | 36.416 % |
c |     3025         0      386 |     124      498    22634 |   542     3988       14  1124378 | 36.416 % |
c |     3042         0      387 |     124      498    22952 |   547     3962       14  1134267 | 36.416 % |
c |     3093         0      384 |     124      498    23178 |   552     3938       14  1144173 | 36.416 % |
c |     3149         0      381 |     124      498    23196 |   557     3995       14  1154088 | 36.417 % |
c |     3162         0      382 |     124      498    23557 |   562     3950       14  1163981 | 36.417 % |
c |     3191         0      382 |     124      498    23903 |   567     3973       15  1173837 | 36.417 % |
c |     3192         0      385 |     124      498    24078 |   572     3958       15  1183740 | 36.417 % |
c |     3200         0      387 |     124      498    24320 |   577     3988       15  1193612 | 36.416 % |
c |     3200         0      390 |     124      498    24638 |   582     3938       15  1203447 | 36.416 % |
c |     3200         0      393 |     124      498    24690 |   587     3973       15  1213303 | 36.416 % |
c |     3255         0      390 |     124      498    24827 |   592     3980       15  1223208 | 36.416 % |
c |     3320         0      385 |     124      498    24870 |   597     3988       15  1233154 | 36.417 % |
c |     3350         0      385 |     124      498    25069 |   602     3968       15  1243059 | 36.416 % |
c |     3386         0      383 |     124      498    25216 |   607     3984       15  1252944 | 36.416 % |
c |     3414         0      383 |     124      498    25245 |   612     3991       15  1262867 | 36.417 % |
c |     3429         0      384 |     124      498    25406 |   617     3972       15  1272778 | 36.417 % |
c |     3432         0      387 |     124      498    25673 |   622     3967       15  1282700 | 36.416 % |
c |     3522         0      380 |     124      498    25895 |   627     3996       15  1292620 | 36.417 % |
c |     3595         0      375 |     124      498    25970 |   632     3979       15  1302586 | 36.417 % |
c |     3680         0      369 |     124      498    25996 |   637     3985       15  1312547 | 36.416 % |
c |     3711         0      369 |     124      498    26140 |   642     3974       15  1322479 | 36.417 % |
c |     3729         0      370 |     124      498    26572 |   647     3950       16  1332366 | 36.417 % |
c |     3737         0      371 |     124      498    26871 |   652     3962       16  1342238 | 36.417 % |
c |     3760         0      372 |     124      498    26979 |   657     3976       16  1352149 | 36.417 % |
c |     3768         0      374 |     124      498    27038 |   662     3993       16  1362082 | 36.417 % |
c |     3779         0      375 |     124      498    27355 |   667     3928       16  1371981 | 36.417 % |
c |     3779         0      378 |     124      498    27587 |   672     3973       17  1381785 | 36.417 % |
c |     3789         0      380 |     124      498    27637 |   677     3963       17  1391676 | 36.417 % |
c |     3789         0      382 |     124      498    27747 |   682     3981       17  1401576 | 36.417 % |
c |     3812         0      383 |     124      498    28108 |   687     3955       17  1411416 | 36.417 % |
c |     3852         0      381 |     124      498    28491 |   692     3950       17  1421251 | 36.417 % |
c |     3855         0      383 |     124      498    28644 |   697     3976       17  1431126 | 36.418 % |
c |     3855         0      386 |     124      498    28725 |   702     3981       17  1441052 | 36.418 % |
c |     3855         0      389 |     124      498    29159 |   707     3925       17  1450931 | 36.418 % |
c |     3929         0      384 |     124      498    29370 |   712     3985       17  1460794 | 36.417 % |
c |     3977         0      382 |     124      498    29533 |   717     3988       17  1470730 | 36.417 % |
c |     4037         0      378 |     124      498    29660 |   722     3970       17  1480673 | 36.416 % |
c |     4037         0      381 |     124      498    29998 |   727     3965       17  1490566 | 36.416 % |
c |     4054         0      382 |     124      498    30882 |   732     3915       19  1500402 | 36.417 % |
c |     4058         0      384 |     124      498    31131 |   737     3943       19  1510242 | 36.417 % |
c |     4058         0      386 |     124      498    31628 |   742     3949       19  1520086 | 36.417 % |
c |     4058         0      389 |     124      498    32006 |   747     3944       19  1529900 | 36.417 % |
c |     4063         0      391 |     124      498    32076 |   752     3986       19  1539791 | 36.417 % |
c |     4063         0      393 |     124      498    32177 |   757     3980       19  1549716 | 36.417 % |
c |     4070         0      395 |     124      498    33007 |   762     3866       19  1559557 | 36.416 % |
c |     4112         0      393 |     124      498    33421 |   767     3950       19  1569305 | 36.417 % |
c |     4116         0      396 |     124      498    33923 |   772     3952       20  1579128 | 36.417 % |
c |     4136         0      396 |     124      498    34224 |   777     3970       20  1588996 | 36.417 % |
c |     4162         0      396 |     124      498    34575 |   782     3967       20  1598870 | 36.417 % |
c |     4183         0      396 |     124      498    34580 |   787     3983       20  1608807 | 36.416 % |
c |     4196         0      397 |     124      498    35029 |   792     3948       22  1618651 | 36.417 % |
c |     4196         0      400 |     124      498    35376 |   797     3935       22  1628501 | 36.417 % |
c |     4270         0      395 |     124      498    35679 |   802     3985       24  1638342 | 36.416 % |
c |     4348         0      390 |     124      498    35690 |   807     3997       24  1648296 | 36.416 % |
c |     4398         0      388 |     124      498    35813 |   812     3940       24  1658250 | 36.417 % |
c |     4413         0      389 |     124      498    35993 |   817     3951       24  1668112 | 36.416 % |
c |     4430         0      390 |     124      498    36209 |   822     3956       24  1677973 | 36.417 % |
c |     4438         0      392 |     124      498    36424 |   827     3971       25  1687801 | 36.417 % |
c |     4449         0      393 |     124      498    36759 |   832     3960       25  1697670 | 36.417 % |
c |     4449         0      395 |     124      498    36797 |   837     3988       25  1707567 | 36.417 % |
c |     4458         0      397 |     124      498    37270 |   842     3937       26  1717398 | 36.417 % |
c |     4458         0      399 |     124      498    37735 |   847     3936       26  1727186 | 36.417 % |
c |     4474         0      400 |     124      498    38138 |   852     3938       26  1737004 | 36.417 % |
c |     4489         0      400 |     124      498    38351 |   857     3940       26  1746859 | 36.417 % |
c |     4519         0      400 |     124      498    38792 |   862     3953       26  1756665 | 36.416 % |
c |     4528         0      401 |     124      498    39006 |   867     3969       26  1766543 | 36.417 % |
c |     4537         0      403 |     124      498    39529 |   872     3938       27  1776342 | 36.416 % |
c |     4552         0      404 |     124      498    39884 |   877     3970       29  1786203 | 36.416 % |
c |     4558         0      405 |     124      498    40393 |   882     3938       29  1796010 | 36.416 % |
c |     4571         0      406 |     124      498    41040 |   887     3940       30  1805743 | 36.418 % |
c |     4572         0      409 |     124      498    41105 |   892     3988       30  1815628 | 36.417 % |
c |     4574         0      411 |     124      498    41260 |   897     3987       30  1825534 | 36.417 % |
c |     4583         0      412 |     124      498    41282 |   902     4003       30  1835499 | 36.417 % |
c |     4617         0      411 |     124      498    41373 |   907     3987       30  1845449 | 36.416 % |
c |     4633         0      412 |     124      498    41826 |   912     3940       30  1855322 | 36.417 % |
c |     4674         0      410 |     123      490   -12980 |   917     3746       35  1863481 | 36.513 % |
c |     4713         0      409 |     123      490   -12843 |   922     3967       35  1873194 | 36.513 % |
c |     4775         0      406 |     123      490   -12742 |   927     3986       35  1883130 | 36.513 % |
c |     4815         0      404 |     123      490   -12509 |   932     3978       35  1893033 | 36.513 % |
c |     4901         0      399 |     123      490   -12345 |   937     3982       35  1902955 | 36.513 % |
c |     4948         0      398 |     123      490   -12222 |   942     3980       35  1912895 | 36.513 % |
c |     5017         0      394 |     123      490   -12109 |   947     3979       35  1922842 | 36.513 % |
c |     5035         0      395 |     123      490   -12039 |   952     3988       35  1932779 | 36.513 % |
c |     5090         0      392 |     123      490   -11953 |   957     4000       35  1942738 | 36.513 % |
c |     5143         0      390 |     123      490   -11863 |   962     3990       35  1952708 | 36.513 % |
c |     5185         0      389 |     123      490   -11795 |   967     3988       35  1962663 | 36.513 % |
c |     5188         0      391 |     123      490   -11448 |   972     3932       37  1972484 | 36.513 % |
c |     5189         0      393 |     123      490   -11053 |   977     3927       37  1982247 | 36.513 % |
c |     5189         0      395 |     123      490   -10712 |   982     3916       37  1992053 | 36.513 % |
c |     5190         0      396 |     123      490   -10258 |   987     3914       37  2001781 | 36.513 % |
c |     5238         0      395 |     123      490   -10045 |   992     3962       38  2011654 | 36.513 % |
c |     5252         0      396 |     123      490    -9853 |   997     3967       38  2021542 | 36.513 % |
c |     5252         0      397 |     123      490    -9407 |  1002     3887       38  2031385 | 36.513 % |
c |     5254         0      399 |     123      490    -8868 |  1007     3820       39  2041138 | 36.513 % |
c |     5254         0      401 |     123      490    -7946 |  1012     3804       41  2050712 | 36.514 % |
c |     5286         0      401 |     122      482   -60078 |  1017     3849       47  2058526 | 36.609 % |
c |     5355         0      397 |     122      482   -59815 |  1022     3977       47  2068333 | 36.609 % |
c |     5433         0      393 |     122      482   -59711 |  1027     4006       47  2078268 | 36.609 % |
c |     5531         0      388 |     122      482   -59134 |  1032     3983       50  2088221 | 36.609 % |
c |     5576         0      387 |     122      482   -59023 |  1037     3998       50  2098158 | 36.609 % |
c |     5590         0      388 |     122      482   -58971 |  1042     3989       50  2108119 | 36.611 % |
c |     5625         0      387 |     122      482   -58833 |  1047     3960       50  2118077 | 36.609 % |
c |     5655         0      387 |     122      482   -58067 |  1052     3893       50  2127935 | 36.609 % |
c |     5749         0      382 |     122      482   -58039 |  1057     3998       50  2137799 | 36.609 % |
c |     5795         0      381 |     122      482   -57918 |  1062     3992       50  2147754 | 36.609 % |
c |     5832         0      380 |     122      482   -57884 |  1067     3992       50  2157727 | 36.609 % |
c |     5892         0      378 |     122      482   -57856 |  1072     3984       50  2167690 | 36.609 % |
c |     5913         0      378 |     122      482   -57787 |  1077     3996       50  2177644 | 36.609 % |
c |     5929         0      379 |     122      482   -57564 |  1082     3923       50  2187554 | 36.609 % |
c |     5935         0      380 |     122      482   -57506 |  1087     3995       50  2197426 | 36.609 % |
c |     5945         0      381 |     122      482   -57326 |  1092     3975       50  2207374 | 36.609 % |
c |     5971         0      381 |     122      482   -57164 |  1097     3959       50  2217277 | 36.609 % |
c |     5999         0      381 |     122      482   -57129 |  1102     3978       50  2227197 | 36.609 % |
c |     5999         0      383 |     122      482   -56992 |  1107     3975       50  2237133 | 36.609 % |
c |     6058         0      381 |     122      482   -56762 |  1112     3974       50  2247017 | 36.609 % |
c |     6058         0      382 |     122      482   -56484 |  1117     3946       50  2256904 | 36.609 % |
c |     6146         0      379 |     122      482   -56466 |  1122     3995       50  2266835 | 36.610 % |
c |     6271         0      373 |     122      482   -56405 |  1127     3998       51  2276806 | 36.609 % |
c |     6316         0      372 |     122      482   -56405 |  1132     3996       51  2286768 | 36.609 % |
c |     6378         0      370 |     122      482   -56262 |  1137     3986       51  2296743 | 36.609 % |
c |     6422         0      369 |     122      482   -56155 |  1142     3974       51  2306693 | 36.609 % |
c |     6458         0      368 |     122      482   -56089 |  1147     3995       51  2316611 | 36.609 % |
c |     6533         0      365 |     122      482   -56074 |  1152     3995       51  2326582 | 36.609 % |
c |     6579         0      364 |     122      482   -55833 |  1157     3945       52  2336511 | 36.609 % |
c |     6618         0      364 |     122      482   -55816 |  1162     3978       52  2346418 | 36.609 % |
c |     6634         0      364 |     122      482   -55698 |  1167     3977       52  2356371 | 36.611 % |
c |     6639         0      366 |     122      482   -55229 |  1172     3953       53  2366207 | 36.609 % |
c |     6658         0      366 |     122      482   -55155 |  1177     3978       53  2376126 | 36.609 % |
c |     6703         0      365 |     122      482   -55056 |  1182     3979       53  2386064 | 36.609 % |
c |     6772         0      363 |     122      482   -55016 |  1187     3991       53  2396025 | 36.609 % |
c |     6791         0      363 |     122      482   -54946 |  1192     3971       53  2405964 | 36.609 % |
c |     6821         0      363 |     122      482   -54765 |  1197     3978       53  2415871 | 36.609 % |
c |     6897         0      361 |     122      482   -54648 |  1202     3978       53  2425820 | 36.609 % |
c |     6929         0      360 |     122      482   -54615 |  1207     3985       53  2435770 | 36.609 % |
c |     6987         0      359 |     122      482   -54589 |  1212     4004       53  2445722 | 36.610 % |
c |     7055         0      357 |     122      482   -54478 |  1217     3983       53  2455687 | 36.609 % |
c |     7056         0      358 |     122      482   -54105 |  1222     3926       53  2465577 | 36.609 % |
c |     7061         0      359 |     122      482   -53448 |  1227     3957       53  2475390 | 36.609 % |
c |     7097         0      359 |     122      482   -53191 |  1232     3965       53  2485274 | 36.609 % |
c |     7139         0      358 |     122      482   -53015 |  1237     3984       53  2495187 | 36.609 % |
c |     7194         0      357 |     122      482   -52901 |  1242     3986       53  2505138 | 36.609 % |
c |     7237         0      356 |     122      482   -52800 |  1247     3997       53  2515082 | 36.609 % |
c |     7272         0      356 |     122      482   -52588 |  1252     3981       54  2525019 | 36.609 % |
c |     7309         0      355 |     122      482   -52565 |  1257     3995       54  2534978 | 36.610 % |
c |     7344         0      355 |     122      482   -52253 |  1262     3968       54  2544933 | 36.609 % |
c |     7345         0      356 |     122      482   -51933 |  1267     3921       54  2554819 | 36.610 % |
c |     7423         0      354 |     122      482   -51698 |  1272     3982       54  2564648 | 36.609 % |
c |     7481         0      352 |     122      482   -51617 |  1277     3992       54  2574587 | 36.609 % |
c |     7540         0      351 |     122      482   -51559 |  1282     3999       54  2584545 | 36.609 % |
c |     7578         0      351 |     122      482   -51515 |  1287     3999       54  2594514 | 36.609 % |
c |     7623         0      350 |     122      482   -51236 |  1292     3981       54  2604454 | 36.609 % |
c |     7680         0      348 |     122      482   -51160 |  1297     3995       54  2614396 | 36.611 % |
c |     7680         0      350 |     122      482   -50838 |  1302     3892       54  2624330 | 36.611 % |
c |     7751         0      348 |     122      482   -50601 |  1307     3990       55  2634143 | 36.609 % |
c |     7801         0      347 |     122      482   -50477 |  1312     4001       55  2644107 | 36.609 % |
c |     7809         0      348 |     122      482   -50306 |  1317     3985       55  2654058 | 36.609 % |
c |     7818         0      349 |     122      482   -50202 |  1322     3961       56  2663986 | 36.609 % |
c |     7852         0      348 |     122      482   -50105 |  1327     3990       56  2673907 | 36.610 % |
c |     7872         0      349 |     122      482   -49898 |  1332     3981       56  2683811 | 36.610 % |
c |     7884         0      350 |     122      482   -49730 |  1337     3970       56  2693689 | 36.609 % |
c |     7959         0      348 |     122      482   -49690 |  1342     4002       56  2703636 | 36.609 % |
c |     8000         0      347 |     122      482   -49690 |  1347     3998       56  2713625 | 36.609 % |
c |     8074         0      345 |     122      482   -49633 |  1352     3984       56  2723593 | 36.609 % |
c |     8097         0      345 |     122      482   -49561 |  1357     3996       56  2733523 | 36.609 % |
c |     8119         0      346 |     122      482   -49474 |  1362     4003       56  2743496 | 36.610 % |
c |     8155         0      345 |     122      482   -49252 |  1367     3974       56  2753410 | 36.610 % |
c |     8162         0      346 |     122      482   -49087 |  1372     3959       56  2763256 | 36.609 % |
c |     8236         0      344 |     122      482   -49041 |  1377     3980       56  2773198 | 36.610 % |
c |     8309         0      343 |     122      482   -48948 |  1382     3993       56  2783146 | 36.609 % |
c |     8349         0      342 |     122      482   -48948 |  1387     4006       56  2793116 | 36.609 % |
c |     8424         0      340 |     122      482   -48753 |  1392     3985       56  2803087 | 36.609 % |
c |     8453         0      340 |     122      482   -48616 |  1397     3987       56  2813031 | 36.609 % |
c |     8481         0      340 |     122      482   -48394 |  1402     3984       56  2822944 | 36.609 % |
c |     8532         0      339 |     122      482   -48280 |  1407     3991       57  2832858 | 36.609 % |
c |     8591         0      338 |     122      482   -48232 |  1412     3982       57  2842829 | 36.609 % |
c |     8603         0      339 |     122      482   -48041 |  1417     3987       57  2852740 | 36.609 % |
c |     8651         0      338 |     122      482   -47972 |  1422     3983       57  2862701 | 36.609 % |
c |     8697         0      338 |     122      482   -47825 |  1427     3978       57  2872619 | 36.609 % |
c |     8733         0      337 |     122      482   -47753 |  1432     3996       57  2882567 | 36.609 % |
c |     8763         0      337 |     122      482   -47678 |  1437     3992       57  2892524 | 36.610 % |
c |     8776         0      338 |     122      482   -47511 |  1442     3959       57  2902442 | 36.609 % |
c |     8790         0      339 |     122      482   -47432 |  1447     3969       57  2912363 | 36.609 % |
c |     8803         0      339 |     122      482   -47325 |  1452     3980       57  2922268 | 36.609 % |
c |     8863         0      338 |     122      482   -46924 |  1457     3967       57  2932188 | 36.610 % |
c |     8866         0      339 |     122      482   -46709 |  1462     3956       57  2942081 | 36.609 % |
c |     8898         0      339 |     122      482   -46654 |  1467     3985       57  2951995 | 36.609 % |
c |     8924         0      339 |     122      482   -46454 |  1472     4004       57  2961928 | 36.609 % |
c |     8974         0      338 |     122      482   -46425 |  1477     3994       57  2971913 | 36.609 % |
