c
c This is glucose 4.1 --  based on MiniSAT (Many thanks to MiniSAT team)
c
c ========================================[ Problem Statistics ]===========================================
c |                                                                                                       |
c |  Number of variables:          1054                                                                   |
c |  Number of clauses:            2891                                                                   |
c |  Parse time:                   0.00 s                                                                 |
c |                                                                                                       |
c | Preprocesing is fully done
c |  Eliminated clauses:           0.02 Mb                                                                |
c |  Simplification time:          0.01 s                                                                 |
c |                                                                                                       |
c ========================================[ MAGIC CONSTANTS ]==============================================
c | Constants are supposed to work well together :-)                                                      |
c | however, if you find better choices, please let us known...                                           |
c |-------------------------------------------------------------------------------------------------------|
c | Adapt dynamically the solver after 100000 conflicts (restarts, reduction strategies...)               |
c |-------------------------------------------------------------------------------------------------------|
c |                                |                                |                                     |
c | - Restarts:                    | - Reduce Clause DB:            | - Minimize Asserting:               |
c |   * LBD Queue    :     50      |   * First     :   2000         |    * size <  30                     |
c |   * Trail  Queue :   5000      |   * Inc       :    300         |    * lbd  <   6                     |
c |   * K            :   0.80      |   * Special   :   1000         |                                     |
c |   * R            :   1.40      |   * Protected :  (lbd)< 30     |                                     |
c |                                |                                |                                     |
c ==================================[ Search Statistics (every  10000 conflicts) ]=========================
c |                                                                                                       |
c |          RESTARTS           |          ORIGINAL         |              LEARNT              | Progress |
c |      687         0      640 |     130      527    12556 |   177     3976       10   399889 | 36.243 % |
c |      696         0      646 |     130      527    13038 |   182     3959       11   409715 | 36.244 % |
c |      733         0      627 |     130      527    13385 |   187     3962       12   419529 | 36.243 % |
c |      745         0      630 |     130      527    13551 |   192     3951       12   429411 | 36.243 % |
c |      775         0      619 |     130      527    13843 |   197     3973       14   439255 | 36.243 % |
c |      818         0      599 |     130      527    14021 |   202     3961       14   449154 | 36.243 % |
c |      857         0      583 |     130      527    14209 |   207     3960       14   458988 | 36.244 % |
c |      872         0      584 |     130      527    14802 |   212     3972       17   468811 | 36.243 % |
c |      891         0      583 |     130      527    15523 |   217     3901       17   478631 | 36.243 % |
c |      911         0      581 |     130      527    16377 |   222     3922       17   488254 | 36.244 % |
c |      930         0      580 |     130      527    16667 |   227     3933       17   498043 | 36.243 % |
c |      939         0      585 |     130      527    16886 |   232     3945       17   507875 | 36.243 % |
c |      966         0      579 |     130      527    16977 |   237     3971       17   517747 | 36.243 % |
c |      998         0      571 |     130      527    17325 |   242     3928       17   527611 | 36.244 % |
c |     1027         0      564 |     130      527    17600 |   247     3955       17   537458 | 36.243 % |
c |     1041         0      566 |     130      527    17921 |   252     3959       17   547282 | 36.244 % |
c |     1075         0      558 |     130      527    18095 |   257     3966       17   557162 | 36.243 % |
c |     1105         0      552 |     130      527    18273 |   262     3954       17   567030 | 36.243 % |
c |     1124         0      551 |     130      527    18459 |   267     3948       17   576902 | 36.243 % |
c |     1167         0      539 |     130      527    18739 |   272     3959       18   586740 | 36.243 % |
c |     1195         0      535 |     130      527    18835 |   277     3955       18   596638 | 36.243 % |
c |     1223         0      531 |     130      527    18996 |   282     3963       18   606513 | 36.243 % |
c |     1230         0      536 |     130      527    19336 |   287     3922       18   616378 | 36.243 % |
c |     1234         0      542 |     130      527    19468 |   292     3943       18   626179 | 36.243 % |
c |     1265         0      537 |     130      527    19836 |   297     3905       18   635983 | 36.243 % |
c |     1319         0      523 |     130      527    20051 |   302     3961       18   645815 | 36.243 % |
c |     1361         0      514 |     130      527    20516 |   307     3958       18   655657 | 36.243 % |
c |     1399         0      507 |     130      527    20659 |   312     3972       18   665556 | 36.243 % |
c |     1444         0      498 |     130      527    21044 |   317     3952       18   675405 | 36.243 % |
c |     1483         0      492 |     130      527    21248 |   322     3986       18   685281 | 36.243 % |
c |     1518         0      487 |     130      527    21457 |   327     3966       18   695167 | 36.243 % |
c |     1560         0      480 |     130      527    22134 |   332     3939       18   704997 | 36.243 % |
c |     1591         0      477 |     130      527    22386 |   337     3944       18   714844 | 36.243 % |
c |     1609         0      478 |     130      527    22711 |   342     3948       20   724670 | 36.243 % |
c |     1631         0      478 |     130      527    23008 |   347     3928       20   734509 | 36.243 % |
c |     1636         0      482 |     130      527    23249 |   352     3948       20   744367 | 36.243 % |
c |     1662         0      481 |     130      527    23432 |   357     3971       20   754239 | 36.243 % |
c |     1691         0      479 |     130      527    23662 |   362     3971       20   764099 | 36.243 % |
c |     1724         0      475 |     130      527    23889 |   367     3957       20   774016 | 36.243 % |
c |     1748         0      474 |     130      527    24136 |   372     3948       21   783886 | 36.244 % |
c |     1791         0      469 |     130      527    24417 |   377     3964       21   793735 | 36.243 % |
c |     1805         0      470 |     130      527    24598 |   382     3943       21   803636 | 36.243 % |
c |     1823         0      471 |     130      527    24794 |   387     3914       21   813511 | 36.243 % |
c |     1839         0      473 |     130      527    24977 |   392     3936       21   823350 | 36.243 % |
c |     1839         0      478 |     130      527    25023 |   397     3959       21   833224 | 36.243 % |
c |     1881         0      473 |     130      527    25220 |   402     3965       21   843108 | 36.243 % |
c |     1903         0      472 |     130      527    25709 |   407     3911       21   852972 | 36.244 % |
c |     1914         0      475 |     130      527    26110 |   412     3937       21   862730 | 36.243 % |
c |     1947         0      472 |     130      527    26729 |   417     3958       21   872537 | 36.243 % |
c |     1996         0      465 |     130      527    27039 |   422     3966       21   882413 | 36.243 % |
c |     2025         0      464 |     130      527    27607 |   427     3940       24   892207 | 36.243 % |
c |     2050         0      463 |     130      527    27871 |   432     3947       24   902060 | 36.243 % |
c |     2104         0      456 |     130      527    29655 |   437     3972       26   911841 | 36.243 % |
c |     2135         0      454 |     130      527    29834 |   442     3969       26   921733 | 36.243 % |
c |     2148         0      456 |     130      527    30017 |   447     3936       26   931600 | 36.243 % |
c |     2194         0      451 |     130      527    30504 |   452     3978       26   941401 | 36.243 % |
c |     2206         0      453 |     130      527    31260 |   457     3920       30   951253 | 36.243 % |
c |     2242         0      450 |     130      527    31677 |   462     3952       30   961059 | 36.243 % |
c |     2275         0      448 |     130      527    31804 |   467     3984       30   970939 | 36.243 % |
c |     2300         0      447 |     130      527    32172 |   472     3926       30   980819 | 36.243 % |
c |     2350         0      442 |     130      527    32392 |   477     3942       30   990671 | 36.243 % |
c |     2383         0      440 |     130      527    32698 |   482     3966       36  1000502 | 36.244 % |
c |     2402         0      441 |     130      527    32795 |   487     3959       36  1010401 | 36.243 % |
c |     2411         0      443 |     130      527    33226 |   492     3940       36  1020234 | 36.243 % |
c |     2425         0      445 |     130      527    33513 |   497     3952       36  1030070 | 36.243 % |
c |     2461         0      442 |     130      527    33873 |   502     3949       36  1039947 | 36.243 % |
c |     2491         0      441 |     130      527    34177 |   507     3980       36  1049811 | 36.243 % |
c |     2518         0      440 |     130      527    34535 |   512     3936       36  1059705 | 36.243 % |
c |     2545         0      440 |     130      527    34615 |   517     3964       36  1069601 | 36.243 % |
c |     2555         0      442 |     130      527    34683 |   522     3968       36  1079514 | 36.243 % |
c |     2574         0      442 |     130      527    34792 |   527     3959       36  1089399 | 36.243 % |
c |     2597         0      442 |     130      527    35193 |   532     3975       36  1099229 | 36.243 % |
c |     2604         0      445 |     130      527    35755 |   537     3940       36  1109051 | 36.243 % |
c |     2604         0      449 |     130      527    36031 |   542     3962       36  1118849 | 36.243 % |
c |     2620         0      450 |     130      527    36419 |   547     3967       36  1128679 | 36.243 % |
c |     2629         0      452 |     130      527    36603 |   552     3985       36  1138597 | 36.243 % |
c |     2650         0      452 |     130      527    37487 |   557     3913       37  1148519 | 36.244 % |
c |     2668         0      453 |     130      527    37643 |   562     3969       37  1158358 | 36.243 % |
c |     2686         0      454 |     130      527    37802 |   567     3958       37  1168243 | 36.243 % |
c |     2709         0      454 |     130      527    38149 |   572     3961       38  1178102 | 36.243 % |
c |     2736         0      453 |     130      527    38305 |   577     3988       39  1188005 | 36.243 % |
c |     2747         0      455 |     130      527    38498 |   582     3960       40  1197923 | 36.243 % |
c |     2760         0      456 |     130      527    38901 |   587     3957       40  1207754 | 36.243 % |
c |     2766         0      459 |     130      527    39015 |   592     3974       41  1217643 | 36.243 % |
c |     2776         0      461 |     130      527    39234 |   597     3971       41  1227532 | 36.243 % |
c |     2789         0      462 |     130      527    39393 |   602     3990       41  1237429 | 36.243 % |
c |     2799         0      464 |     130      527    39507 |   607     3971       41  1247367 | 36.243 % |
c |     2833         0      462 |     130      527    39854 |   612     3975       41  1257210 | 36.243 % |
c |     2839         0      464 |     130      527    40024 |   617     3976       41  1267105 | 36.243 % |
c |     2840         0      468 |     130      527    40420 |   622     3937       41  1276961 | 36.243 % |
c |     2842         0      471 |     130      527    40773 |   627     3936       41  1286733 | 36.243 % |
c |     2870         0      470 |     130      527    41235 |   632     3959       41  1296571 | 36.243 % |
c |     2883         0      471 |     130      527    41524 |   637     3967       42  1306419 | 36.243 % |
c |     2893         0      473 |     130      527    41663 |   642     3979       42  1316312 | 36.243 % |
c |     2926         0      471 |     130      527    41847 |   647     3984       42  1326225 | 36.243 % |
c |     2931         0      474 |     130      527    42222 |   652     3934       43  1336159 | 36.243 % |
c |     2945         0      475 |     130      527    42679 |   657     3953       45  1345975 | 36.243 % |
c |     2961         0      476 |     130      527    42939 |   662     3970       45  1355823 | 36.243 % |
c |     2983         0      476 |     130      527    42995 |   667     3990       45  1365742 | 36.243 % |
c |     3027         0      472 |     130      527    43224 |   672     3983       46  1375670 | 36.243 % |
c |     3084         0      466 |     130      527    43463 |   677     3962       46  1385582 | 36.243 % |
c |     3099         0      467 |     130      527    43680 |   682     3931       46  1395451 | 36.243 % |
c |     3134         0      465 |     130      527    43885 |   687     3960       46  1405271 | 36.243 % |
c |     3161         0      465 |     130      527    44139 |   692     3967       46  1415098 | 36.243 % |
c |     3181         0      465 |     130      527    44193 |   697     3982       46  1425010 | 36.244 % |
c |     3188         0      467 |     130      527    44358 |   702     3967       46  1434919 | 36.243 % |
c |     3199         0      468 |     130      527    44838 |   707     3942       46  1444743 | 36.243 % |
c |     3214         0      469 |     130      527    44986 |   712     3987       46  1454627 | 36.244 % |
c |     3234         0      470 |     130      527    45046 |   717     3986       46  1464562 | 36.243 % |
c |     3268         0      468 |     130      527    45157 |   722     3982       46  1474479 | 36.243 % |
c |     3300         0      466 |     130      527    45263 |   727     3976       46  1484390 | 36.243 % |
c |     3318         0      467 |     130      527    45644 |   732     3906       46  1494253 | 36.243 % |
c |     3338         0      467 |     130      527    45927 |   737     3962       46  1504070 | 36.243 % |
c |     3341         0      469 |     130      527    46283 |   742     3943       46  1513928 | 36.243 % |
c |     3358         0      470 |     130      527    46511 |   747     3974       46  1523777 | 36.243 % |
c |     3406         0      466 |     130      527    46704 |   752     3984       46  1533689 | 36.243 % |
c |     3441         0      464 |     130      527    46968 |   757     3958       46  1543591 | 36.243 % |
c |     3449         0      466 |     130      527    47046 |   762     3966       46  1553500 | 36.243 % |
c |     3481         0      465 |     130      527    47311 |   767     3909       47  1563381 | 36.243 % |
c |     3506         0      464 |     130      527    47489 |   772     3960       47  1573250 | 36.243 % |
c |     3513         0      466 |     130      527    47896 |   777     3946       47  1583090 | 36.244 % |
c |     3524         0      468 |     130      527    48097 |   782     3967       47  1592948 | 36.243 % |
c |     3539         0      469 |     130      527    48338 |   787     3941       47  1602837 | 36.243 % |
c |     3543         0      471 |     130      527    49027 |   792     3936       47  1612623 | 36.243 % |
c |     3551         0      473 |     130      527    49148 |   797     3988       47  1622512 | 36.243 % |
c |     3567         0      473 |     130      527    49351 |   802     3956       47  1632401 | 36.244 % |
c |     3578         0      475 |     130      527    49427 |   807     3958       47  1642261 | 36.243 % |
c |     3587         0      476 |     130      527    49888 |   812     3933       47  1652103 | 36.243 % |
c |     3595         0      478 |     130      527    50090 |   817     3976       47  1661965 | 36.243 % |
c |     3616         0      478 |     130      527    50342 |   822     3971       47  1671858 | 36.243 % |
c |     3635         0      478 |     130      527    51880 |   827     3941       49  1681668 | 36.243 % |
c |     3640         0      480 |     130      527    52066 |   832     3971       49  1691508 | 36.243 % |
c |     3651         0      482 |     130      527    52236 |   837     3933       49  1701433 | 36.244 % |
c |     3651         0      484 |     130      527    52291 |   842     3975       49  1711299 | 36.244 % |
c |     3670         0      485 |     130      527    52619 |   847     3949       49  1721160 | 36.243 % |
c |     3678         0      486 |     130      527    52878 |   852     3996       49  1731011 | 36.243 % |
c |     3684         0      488 |     130      527    53018 |   857     3992       49  1740922 | 36.244 % |
c |     3686         0      491 |     130      527    53082 |   862     3967       49  1750846 | 36.244 % |
c |     3706         0      491 |     130      527    53257 |   867     3972       49  1760755 | 36.243 % |
c |     3718         0      492 |     130      527    53350 |   872     3980       49  1770653 | 36.243 % |
c |     3740         0      491 |     130      527    53438 |   877     3984       49  1780587 | 36.243 % |
c |     3755         0      492 |     130      527    53542 |   882     3973       49  1790525 | 36.243 % |
c |     3775         0      492 |     130      527    53704 |   887     3932       50  1800419 | 36.243 % |
c |     3802         0      491 |     130      527    53925 |   892     3948       50  1810325 | 36.243 % |
c |     3808         0      493 |     130      527    54321 |   897     3957       50  1820137 | 36.243 % |
c |     3837         0      492 |     130      527    54468 |   902     3973       50  1830038 | 36.243 % |
c |     3837         0      495 |     130      527    54484 |   907     3989       50  1839990 | 36.243 % |
c |     3851         0      495 |     130      527    54757 |   912     3970       50  1849909 | 36.244 % |
c |     3886         0      494 |     130      527    54934 |   917     3979       50  1859839 | 36.243 % |
c |     3920         0      492 |     130      527    55055 |   922     3989       50  1869761 | 36.243 % |
c |     3972         0      488 |     130      527    55180 |   927     3978       50  1879693 | 36.243 % |
c |     3972         0      490 |     130      527    55321 |   932     3993       50  1889635 | 36.243 % |
c |     3985         0      491 |     130      527    55602 |   937     3972       50  1899557 | 36.243 % |
c |     4000         0      492 |     130      527    55754 |   942     3980       50  1909475 | 36.245 % |
c |     4020         0      492 |     130      527    56109 |   947     3953       50  1919386 | 36.243 % |
c |     4057         0      490 |     130      527    56241 |   952     3951       50  1929281 | 36.243 % |
c |     4060         0      492 |     130      527    56498 |   957     3945       50  1939126 | 36.243 % |
c |     4071         0      493 |     130      527    57347 |   962     3904       58  1948916 | 36.243 % |
c |     4071         0      496 |     130      527    58042 |   967     3932       59  1958690 | 36.243 % |
c |     4084         0      497 |     130      527    58653 |   972     3945       59  1968499 | 36.243 % |
c |     4099         0      497 |     130      527    58887 |   977     3957       59  1978339 | 36.243 % |
c |     4116         0      498 |     130      527    58927 |   982     3998       59  1988255 | 36.244 % |
c |     4142         0      497 |     130      527    59016 |   987     3987       59  1998223 | 36.243 % |
c |     4177         0      495 |     130      527    59982 |   992     3907       59  2008101 | 36.243 % |
c |     4216         0      493 |     130      527    60211 |   997     3926       59  2017909 | 36.243 % |
c |     4247         0      492 |     130      527    60646 |  1002     3980       60  2027723 | 36.244 % |
c |     4261         0      492 |     130      527    60672 |  1007     3989       60  2037671 | 36.244 % |
c |     4298         0      490 |     130      527    60872 |  1012     3970       60  2047599 | 36.243 % |
c |     4315         0      491 |     130      527    61141 |  1017     3929       60  2057509 | 36.243 % |
c |     4355         0      489 |     130      527    61466 |  1022     3953       62  2067369 | 36.243 % |
c |     4372         0      489 |     130      527    61626 |  1027     3970       62  2077278 | 36.244 % |
c |     4394         0      489 |     130      527    61763 |  1032     3978       62  2087161 | 36.243 % |
c |     4402         0      490 |     130      527    62027 |  1037     3982       62  2097019 | 36.243 % |
c |     4416         0      491 |     130      527    62328 |  1042     3972       62  2106911 | 36.243 % |
c |     4440         0      490 |     130      527    62511 |  1047     3974       62  2116806 | 36.243 % |
c |     4452         0      491 |     130      527    62807 |  1052     3943       62  2126702 | 36.243 % |
c |     4453         0      494 |     130      527    63196 |  1057     3927       62  2136510 | 36.243 % |
c |     4482         0      493 |     130      527    64188 |  1062     3913       62  2146274 | 36.243 % |
c |     4508         0      492 |     130      527    64336 |  1067     3972       62  2156130 | 36.243 % |
c |     4549         0      490 |     130      527    64572 |  1072     3971       62  2166056 | 36.243 % |
c |     4582         0      488 |     130      527    64894 |  1077     3970       62  2175967 | 36.243 % |
c |     4629         0      486 |     130      527    65218 |  1082     3960       62  2185860 | 36.243 % |
c |     4652         0      485 |     130      527    65400 |  1087     3983       62  2195750 | 36.243 % |
c |     4707         0      482 |     130      527    65770 |  1092     3963       62  2205673 | 36.243 % |
c |     4726         0      482 |     130      527    65999 |  1097     3978       62  2215573 | 36.244 % |
c |     4742         0      482 |     130      527    66305 |  1102     3961       62  2225475 | 36.243 % |
c |     4754         0      483 |     130      527    66495 |  1107     3970       62  2235358 | 36.243 % |
c |     4777         0      483 |     130      527    66593 |  1112     3968       62  2245286 | 36.243 % |
c |     4813         0      482 |     130      527    66747 |  1117     3983       65  2255176 | 36.243 % |
c |     4848         0      480 |     130      527    67217 |  1122     3966       65  2265053 | 36.243 % |
c |     4872         0      480 |     130      527    67330 |  1127     3986       65  2274952 | 36.243 % |
c |     4881         0      481 |     130      527    67434 |  1132     3956       65  2284864 | 36.243 % |
c |     4929         0      478 |     130      527    67482 |  1137     3988       65  2294787 | 36.243 % |
c |     4960         0      477 |     130      527    67632 |  1142     3972       65  2304726 | 36.243 % |
c |     4985         0      477 |     130      527    67801 |  1147     3962       65  2314662 | 36.243 % |
c |     5002         0      477 |     130      527    68166 |  1152     3962       65  2324506 | 36.243 % |
c |     5027         0      477 |     130      527    68576 |  1157     3924       66  2334360 | 36.243 % |
c |     5036         0      478 |     130      527    68688 |  1162     3953       66  2344218 | 36.243 % |
c |     5044         0      479 |     130      527    69055 |  1167     3958       66  2354087 | 36.243 % |
c |     5080         0      478 |     130      527    69227 |  1172     3992       66  2363955 | 36.243 % |
c |     5115         0      477 |     130      527    69648 |  1177     3955       66  2373863 | 36.243 % |
c |     5127         0      477 |     130      527    69762 |  1182     3979       66  2383764 | 36.243 % |
c |     5172         0      475 |     130      527    70114 |  1187     3966       66  2393636 | 36.243 % |
c |     5190         0      475 |     130      527    70438 |  1192     3960       67  2403515 | 36.243 % |
c |     5223         0      474 |     130      527    70561 |  1197     3981       67  2413420 | 36.244 % |
c |     5255         0      473 |     130      527    70882 |  1202     3940       68  2423352 | 36.243 % |
c |     5276         0      473 |     130      527    71302 |  1207     3959       68  2433183 | 36.243 % |
c |     5292         0      474 |     130      527    71465 |  1212     3978       68  2443077 | 36.243 % |
c |     5302         0      475 |     130      527    71983 |  1217     3945       68  2452962 | 36.244 % |
c |     5311         0      476 |     130      527    72158 |  1222     3952       68  2462824 | 36.243 % |
c |     5335         0      476 |     130      527    72359 |  1227     3971       68  2472731 | 36.243 % |
c |     5351         0      476 |     130      527    72768 |  1232     3930       68  2482593 | 36.243 % |
c |     5392         0      474 |     130      527    73187 |  1237     3968       70  2492416 | 36.243 % |
c |     5422         0      473 |     130      527    73761 |  1242     3972       70  2502289 | 36.244 % |
c |     5436         0      474 |     130      527    74065 |  1247     3979       70  2512183 | 36.243 % |
c |     5480         0      472 |     130      527    74533 |  1252     3941       72  2522089 | 36.243 % |
c |     5481         0      474 |     130      527    74846 |  1257     3949       72  2531947 | 36.243 % |
c |     5481         0      476 |     130      527    75492 |  1262     3934       72  2541753 | 36.243 % |
c |     5484         0      477 |     130      527    75724 |  1267     3977       72  2551596 | 36.243 % |
c |     5489         0      479 |     130      527    75777 |  1272     3990       72  2561519 | 36.244 % |
c |     5489         0      480 |     130      527    75960 |  1277     3967       72  2571426 | 36.244 % |
c |     5498         0      481 |     130      527    76044 |  1282     3974       72  2581332 | 36.243 % |
c |     5498         0      483 |     130      527    76129 |  1287     3996       72  2591257 | 36.243 % |
c |     5528         0      482 |     130      527    76275 |  1292     3961       72  2601217 | 36.243 % |
c |     5545         0      483 |     130      527    76696 |  1297     3963       73  2611063 | 36.243 % |
c |     5565         0      483 |     130      527    77299 |  1302     3914       73  2620908 | 36.243 % |
c |     5578         0      484 |     130      527    77509 |  1307     3950       74  2630769 | 36.243 % |
c |     5606         0      483 |     130      527    77764 |  1312     3986       74  2640620 | 36.243 % |
c |     5649         0      481 |     130      527    77963 |  1317     3984       75  2650527 | 36.243 % |
c |     5658         0      482 |     130      527    78317 |  1322     3944       75  2660411 | 36.244 % |
c |     5658         0      484 |     130      527    78562 |  1327     3964       75  2670251 | 36.244 % |
c |     5658         0      486 |     130      527    78818 |  1332     3927       75  2680086 | 36.244 % |
c |     5658         0      487 |     130      527    79198 |  1337     3955       75  2689829 | 36.244 % |
c |     5698         0      486 |     130      527    79459 |  1342     3977       75  2699718 | 36.243 % |
c |     5716         0      486 |     130      527    80053 |  1347     3954       76  2709572 | 36.243 % |
c |     5729         0      486 |     130      527    80378 |  1352     3955       76  2719456 | 36.243 % |
c |     5735         0      488 |     130      527    80616 |  1357     3960       76  2729325 | 36.243 % |
c |     5735         0      489 |     130      527    80871 |  1362     3955       76  2739218 | 36.243 % |
c |     5741         0      491 |     130      527    81033 |  1367     3966       76  2749105 | 36.244 % |
c |     5741         0      492 |     130      527    81355 |  1372     3921       76  2758971 | 36.244 % |
c |     5741         0      494 |     130      527    81609 |  1377     3938       76  2768754 | 36.244 % |
c |     5741         0      496 |     130      527    81862 |  1382     3931       76  2778567 | 36.244 % |
c |     5753         0      497 |     130      527    82565 |  1387     3878       77  2788261 | 36.243 % |
c |     5806         0      494 |     130      527    82893 |  1392     3960       77  2798070 | 36.243 % |
c |     5830         0      493 |     130      527    83359 |  1397     3941       77  2807926 | 36.243 % |
c |     5841         0      494 |     130      527    83699 |  1402     3979       77  2817760 | 36.243 % |
c |     5846         0      496 |     130      527    83964 |  1407     3947       77  2827648 | 36.243 % |
c |     5862         0      496 |     130      527    84080 |  1412     3963       77  2837528 | 36.243 % |
c |     5881         0      496 |     130      527    84313 |  1417     3984       77  2847433 | 36.244 % |
c |     5938         0      493 |     130      527    84707 |  1422     3966       79  2857345 | 36.243 % |
c |     5954         0      493 |     130      527    84878 |  1427     3974       79  2867263 | 36.243 % |
c |     5975         0      493 |     130      527    85030 |  1432     3978       79  2877173 | 36.243 % |
c |     5978         0      495 |     130      527    85330 |  1437     3978       79  2887051 | 36.243 % |
c |     5987         0      496 |     130      527    85420 |  1442     3978       79  2896953 | 36.243 % |
c |     5992         0      497 |     130      527    85669 |  1447     3938       79  2906876 | 36.243 % |
c |     5993         0      498 |     130      527    85842 |  1452     3955       79  2916766 | 36.243 % |
c |     6008         0      499 |     130      527    86445 |  1457     3934       79  2926616 | 36.243 % |
c |     6008         0      500 |     130      527    87088 |  1462     3902       79  2936419 | 36.243 % |
c |     6035         0      500 |     130      527    87673 |  1467     3937       80  2946251 | 36.243 % |
c |     6080         0      498 |     130      527    87786 |  1472     3980       80  2956149 | 36.243 % |
c |     6128         0      496 |     130      527    88047 |  1477     3964       80  2966053 | 36.243 % |
c |     6144         0      496 |     130      527    88309 |  1482     3954       80  2975936 | 36.243 % |
c |     6144         0      498 |     130      527    88848 |  1487     3943       80  2985724 | 36.243 % |
c |     6165         0      497 |     130      527    89077 |  1492     3975       81  2995604 | 36.243 % |
