c
c This is glucose 4.1 --  based on MiniSAT (Many thanks to MiniSAT team)
c
c ========================================[ Problem Statistics ]===========================================
c |                                                                                                       |
c |  Number of variables:          1015                                                                   |
c |  Number of clauses:            2694                                                                   |
c |  Parse time:                   0.00 s                                                                 |
c |                                                                                                       |
c | Preprocesing is fully done
c |  Eliminated clauses:           0.02 Mb                                                                |
c |  Simplification time:          0.01 s                                                                 |
c |                                                                                                       |
c ========================================[ MAGIC CONSTANTS ]==============================================
c | Constants are supposed to work well together :-)                                                      |
c | however, if you find better choices, please let us known...                                           |
c |-------------------------------------------------------------------------------------------------------|
c | Adapt dynamically the solver after 100000 conflicts (restarts, reduction strategies...)               |
c |-------------------------------------------------------------------------------------------------------|
c |                                |                                |                                     |
c | - Restarts:                    | - Reduce Clause DB:            | - Minimize Asserting:               |
c |   * LBD Queue    :     50      |   * First     :   2000         |    * size <  30                     |
c |   * Trail  Queue :   5000      |   * Inc       :    300         |    * lbd  <   6                     |
c |   * K            :   0.80      |   * Special   :   1000         |                                     |
c |   * R            :   1.40      |   * Protected :  (lbd)< 30     |                                     |
c |                                |                                |                                     |
c ==================================[ Search Statistics (every  10000 conflicts) ]=========================
c |                                                                                                       |
c |          RESTARTS           |          ORIGINAL         |              LEARNT              | Progress |
c |      341         0     1260 |     118      486     8562 |   172     3956        5   392204 | 36.159 % |
c |      359         0     1225 |     118      486     8659 |   177     3977        5   402114 | 36.158 % |
c |      379         0     1187 |     118      486     8793 |   182     3953        5   412001 | 36.158 % |
c |      382         0     1204 |     118      486     8940 |   187     3958        5   421861 | 36.159 % |
c |      401         0     1172 |     118      486     9285 |   192     3955        5   431682 | 36.158 % |
c |      418         0     1148 |     118      486     9513 |   197     3947        6   441541 | 36.158 % |
c |      447         0     1096 |     118      486     9665 |   202     3971        6   451406 | 36.158 % |
c |      476         0     1050 |     118      486     9770 |   207     3997        6   461316 | 36.158 % |
c |      497         0     1026 |     118      486     9812 |   212     3977        6   471249 | 36.158 % |
c |      497         0     1046 |     118      486     9994 |   217     3935        6   481122 | 36.158 % |
c |      529         0     1001 |     118      486    10077 |   222     3961        6   490965 | 36.158 % |
c |      538         0     1003 |     118      486    10223 |   227     3945        6   500864 | 36.158 % |
c |      555         0      990 |     118      486    10339 |   232     3975        6   510726 | 36.158 % |
c |      562         0      996 |     118      486    10347 |   237     4000        6   520669 | 36.158 % |
c |      599         0      951 |     118      486    10424 |   242     3973        6   530605 | 36.158 % |
c |      619         0      936 |     118      486    10544 |   247     3967        6   540497 | 36.158 % |
c |      642         0      919 |     118      486    10672 |   252     3984        6   550355 | 36.158 % |
c |      656         0      914 |     118      486    10848 |   257     3954        6   560250 | 36.158 % |
c |      687         0      887 |     118      486    11018 |   262     3973        6   570130 | 36.158 % |
c |      716         0      865 |     118      486    11138 |   267     3978        6   580053 | 36.158 % |
c |      747         0      843 |     118      486    11195 |   272     3975        6   589996 | 36.158 % |
c |      751         0      852 |     118      486    11342 |   277     3957        6   599882 | 36.158 % |
c |      777         0      836 |     118      486    11496 |   282     3978        6   609760 | 36.158 % |
c |      807         0      817 |     118      486    11625 |   287     3967        6   619657 | 36.158 % |
c |      819         0      818 |     118      486    11689 |   292     3977        6   629580 | 36.158 % |
c |      858         0      792 |     118      486    11802 |   297     3979        6   639511 | 36.158 % |
c |      878         0      785 |     118      486    11947 |   302     3973        6   649433 | 36.158 % |
c |      901         0      776 |     118      486    11971 |   307     3988        6   659364 | 36.158 % |
c |      917         0      774 |     118      486    12105 |   312     3970        6   669272 | 36.158 % |
c |      920         0      782 |     118      486    12232 |   317     3977        6   679175 | 36.159 % |
c |      943         0      774 |     118      486    12351 |   322     3975        6   689059 | 36.158 % |
c |      946         0      782 |     118      486    12385 |   327     3983        6   698989 | 36.158 % |
c |      951         0      788 |     118      486    12433 |   332     3962        6   708924 | 36.159 % |
c |      975         0      779 |     118      486    12634 |   337     3994        6   718808 | 36.158 % |
c |      999         0      770 |     118      486    12780 |   342     3977        6   728728 | 36.158 % |
c |     1017         0      766 |     118      486    12998 |   347     3950        6   738631 | 36.158 % |
c |     1034         0      764 |     118      486    13130 |   352     3982        6   748494 | 36.158 % |
c |     1090         0      733 |     118      486    13191 |   357     3994        6   758434 | 36.158 % |
c |     1122         0      721 |     118      486    13306 |   362     3957        6   768370 | 36.158 % |
c |     1122         0      730 |     118      486    13559 |   367     3948        6   778233 | 36.158 % |
c |     1139         0      728 |     118      486    14095 |   372     3937        6   787993 | 36.158 % |
c |     1160         0      724 |     118      486    14136 |   377     3987        6   797887 | 36.158 % |
c |     1189         0      714 |     118      486    14242 |   382     3978        6   807817 | 36.158 % |
c |     1218         0      706 |     118      486    14315 |   387     3973        6   817759 | 36.158 % |
c |     1230         0      707 |     118      486    14685 |   392     3942        6   827588 | 36.158 % |
c |     1255         0      701 |     118      486    14748 |   397     3969        6   837479 | 36.158 % |
c |     1307         0      680 |     118      486    14852 |   402     3989        6   847396 | 36.158 % |
c |     1329         0      677 |     118      486    14862 |   407     3978        6   857349 | 36.158 % |
c |     1345         0      676 |     118      486    15080 |   412     3976        6   867249 | 36.158 % |
c |     1368         0      672 |     118      486    15148 |   417     3978        6   877182 | 36.158 % |
c |     1387         0      670 |     118      486    15258 |   422     3972        6   887116 | 36.158 % |
c |     1419         0      662 |     118      486    15463 |   427     3970        6   897048 | 36.159 % |
c |     1456         0      652 |     118      486    15665 |   432     3973        6   906957 | 36.158 % |
c |     1469         0      653 |     118      486    15870 |   437     3976        6   916821 | 36.158 % |
c |     1469         0      660 |     118      486    16078 |   442     3984        6   926697 | 36.158 % |
c |     1490         0      657 |     118      486    16195 |   447     3976        6   936630 | 36.158 % |
c |     1491         0      663 |     118      486    16386 |   452     3949        6   946474 | 36.158 % |
c |     1508         0      663 |     118      486    16559 |   457     3981        6   956360 | 36.158 % |
c |     1520         0      664 |     118      486    16638 |   462     3981        6   966291 | 36.158 % |
c |     1538         0      663 |     118      486    16726 |   467     3981        6   976227 | 36.158 % |
c |     1554         0      662 |     118      486    16817 |   472     3975        6   986161 | 36.158 % |
c |     1583         0      656 |     118      486    16940 |   477     3968        6   996069 | 36.158 % |
c |     1602         0      655 |     118      486    17036 |   482     3968        7  1005975 | 36.159 % |
c |     1602         0      661 |     118      486    17301 |   487     3930        7  1015826 | 36.159 % |
c |     1602         0      667 |     118      486    17381 |   492     3974        7  1025682 | 36.159 % |
c |     1632         0      661 |     118      486    17569 |   497     3971        7  1035556 | 36.158 % |
c |     1632         0      667 |     118      486    17863 |   502     3976        7  1045432 | 36.158 % |
c |     1640         0      670 |     118      486    18023 |   507     3979        7  1055325 | 36.158 % |
c |     1654         0      671 |     118      486    18178 |   512     3952        7  1065233 | 36.158 % |
c |     1659         0      675 |     118      486    18216 |   517     3970        7  1075129 | 36.158 % |
c |     1690         0      668 |     118      486    18283 |   522     3982        7  1085056 | 36.158 % |
c |     1703         0      669 |     118      486    18310 |   527     4002        7  1095006 | 36.158 % |
c |     1726         0      666 |     118      486    18417 |   532     3975        7  1104950 | 36.158 % |
c |     1735         0      668 |     118      486    18459 |   537     3966        7  1114889 | 36.158 % |
c |     1735         0      674 |     118      486    18539 |   542     3984        7  1124805 | 36.158 % |
c |     1745         0      676 |     118      486    18701 |   547     3977        7  1134709 | 36.159 % |
c |     1771         0      671 |     118      486    18867 |   552     3972        7  1144594 | 36.158 % |
c |     1793         0      669 |     118      486    18931 |   557     3984        7  1154508 | 36.158 % |
c |     1825         0      663 |     118      486    19108 |   562     3979        7  1164422 | 36.158 % |
c |     1854         0      658 |     118      486    19422 |   567     3956        7  1174342 | 36.158 % |
c |     1858         0      662 |     118      486    19785 |   572     3925        7  1184210 | 36.158 % |
c |     1918         0      646 |     118      486    20017 |   577     3969        7  1194080 | 36.158 % |
c |     1945         0      642 |     118      486    20128 |   582     3972        7  1204003 | 36.158 % |
c |     1964         0      641 |     118      486    20170 |   587     3986        7  1213906 | 36.158 % |
c |     2005         0      633 |     118      486    20323 |   592     3981        7  1223841 | 36.158 % |
c |     2051         0      624 |     118      486    20437 |   597     3990        7  1233790 | 36.158 % |
c |     2056         0      627 |     118      486    20517 |   602     3961        7  1243722 | 36.159 % |
c |     2091         0      621 |     118      486    20582 |   607     3972        7  1253639 | 36.158 % |
c |     2112         0      620 |     118      486    20685 |   612     3976        7  1263558 | 36.158 % |
c |     2142         0      616 |     118      486    20892 |   617     3976        7  1273470 | 36.158 % |
c |     2158         0      616 |     118      486    20985 |   622     3967        7  1283396 | 36.158 % |
c |     2166         0      618 |     118      486    21296 |   627     3932        7  1293251 | 36.158 % |
c |     2189         0      616 |     118      486    21421 |   632     3969        7  1303146 | 36.158 % |
c |     2225         0      611 |     118      486    21484 |   637     3986        7  1313081 | 36.158 % |
c |     2258         0      606 |     118      486    21596 |   642     3986        7  1323012 | 36.158 % |
c |     2278         0      605 |     118      486    21661 |   647     3982        7  1332953 | 36.158 % |
c |     2312         0      601 |     118      486    21740 |   652     3989        7  1342896 | 36.158 % |
c |     2353         0      594 |     118      486    21917 |   657     3967        7  1352832 | 36.158 % |
c |     2353         0      599 |     118      486    22304 |   662     3940        7  1362690 | 36.158 % |
c |     2356         0      602 |     118      486    23970 |   667     3924        8  1372303 | 36.158 % |
c |     2400         0      595 |     118      486    24026 |   672     3993        9  1382183 | 36.158 % |
c |     2414         0      596 |     118      486    24286 |   677     3984        9  1392092 | 36.158 % |
c |     2441         0      594 |     118      486    24372 |   682     3979        9  1402033 | 36.158 % |
c |     2489         0      586 |     118      486    24450 |   687     3992        9  1411977 | 36.158 % |
c |     2526         0      581 |     118      486    24512 |   692     3970        9  1421937 | 36.158 % |
c |     2551         0      580 |     118      486    24620 |   697     3985        9  1431846 | 36.158 % |
c |     2556         0      582 |     118      486    24660 |   702     3980        9  1441782 | 36.158 % |
c |     2597         0      577 |     118      486    24722 |   707     3995        9  1451724 | 36.158 % |
c |     2615         0      577 |     118      486    24802 |   712     3980        9  1461684 | 36.159 % |
c |     2615         0      581 |     118      486    24987 |   717     3956        9  1471605 | 36.159 % |
c |     2615         0      585 |     118      486    25149 |   722     3957        9  1481495 | 36.159 % |
c |     2641         0      583 |     118      486    25561 |   727     3963       10  1491284 | 36.158 % |
c |     2644         0      586 |     118      486    25639 |   732     3981       10  1501218 | 36.158 % |
c |     2666         0      585 |     118      486    25723 |   737     3983       10  1511142 | 36.158 % |
c |     2674         0      587 |     118      486    25838 |   742     3983       10  1521078 | 36.158 % |
c |     2680         0      589 |     118      486    25910 |   747     3994       10  1531009 | 36.158 % |
c |     2684         0      592 |     118      486    25991 |   752     3973       10  1540959 | 36.158 % |
c |     2693         0      594 |     118      486    26072 |   757     3976       10  1550860 | 36.158 % |
c |     2705         0      595 |     118      486    26257 |   762     3982       10  1560774 | 36.159 % |
c |     2729         0      593 |     118      486    26342 |   767     3992       10  1570703 | 36.158 % |
c |     2757         0      591 |     118      486    26415 |   772     3989       10  1580662 | 36.158 % |
c |     2795         0      586 |     118      486    26446 |   777     3985       10  1590612 | 36.158 % |
c |     2809         0      587 |     118      486    26615 |   782     3974       11  1600514 | 36.158 % |
c |     2835         0      585 |     118      486    26659 |   787     3984       11  1610462 | 36.158 % |
c |     2855         0      584 |     118      486    26821 |   792     3976       11  1620387 | 36.158 % |
c |     2867         0      585 |     118      486    27104 |   797     3966       11  1630283 | 36.158 % |
c |     2879         0      587 |     118      486    27241 |   802     3964       11  1640180 | 36.158 % |
c |     2884         0      589 |     118      486    27404 |   807     3971       12  1650049 | 36.158 % |
c |     2888         0      592 |     118      486    27528 |   812     3992       12  1659967 | 36.158 % |
c |     2913         0      590 |     118      486    27561 |   817     3980       12  1669917 | 36.158 % |
c |     2963         0      583 |     118      486    27697 |   822     3974       12  1679859 | 36.158 % |
c |     2974         0      585 |     118      486    27873 |   827     3983       12  1689764 | 36.158 % |
c |     2989         0      585 |     118      486    27905 |   832     3998       12  1699716 | 36.158 % |
c |     3022         0      582 |     118      486    27941 |   837     4003       12  1709672 | 36.158 % |
c |     3026         0      584 |     118      486    28068 |   842     3989       12  1719607 | 36.158 % |
c |     3030         0      587 |     118      486    28191 |   847     3977       12  1729510 | 36.158 % |
c |     3039         0      589 |     118      486    28232 |   852     3983       12  1739449 | 36.158 % |
c |     3065         0      587 |     118      486    28419 |   857     3985       12  1749375 | 36.158 % |
c |     3076         0      588 |     118      486    28760 |   862     3975       12  1759269 | 36.158 % |
c |     3089         0      589 |     118      486    28822 |   867     3994       12  1769195 | 36.158 % |
c |     3100         0      590 |     118      486    28942 |   872     3975       12  1779130 | 36.158 % |
c |     3157         0      582 |     118      486    29022 |   877     3985       12  1789079 | 36.158 % |
c |     3196         0      578 |     118      486    29140 |   882     3993       13  1799023 | 36.158 % |
c |     3243         0      573 |     118      486    29317 |   887     3979       13  1808972 | 36.158 % |
c |     3268         0      572 |     118      486    29508 |   892     3963       13  1818907 | 36.158 % |
c |     3281         0      572 |     118      486    29529 |   897     4000       13  1828821 | 36.158 % |
c |     3304         0      572 |     118      486    29590 |   902     3986       13  1838782 | 36.158 % |
c |     3317         0      572 |     118      486    29970 |   907     3931       13  1848699 | 36.158 % |
c |     3337         0      572 |     118      486    30337 |   912     3981       13  1858516 | 36.158 % |
c |     3373         0      569 |     118      486    30404 |   917     3984       13  1868458 | 36.158 % |
c |     3392         0      568 |     118      486    30474 |   922     3985       13  1878404 | 36.158 % |
c |     3406         0      569 |     118      486    30541 |   927     3968       13  1888327 | 36.158 % |
c |     3406         0      572 |     118      486    30809 |   932     3945       13  1898196 | 36.158 % |
c |     3431         0      571 |     118      486    31024 |   937     3983       15  1908070 | 36.158 % |
c |     3448         0      571 |     118      486    31208 |   942     3953       15  1918001 | 36.159 % |
c |     3501         0      565 |     118      486    31252 |   947     3987       15  1927916 | 36.158 % |
c |     3522         0      565 |     118      486    31312 |   952     3986       15  1937871 | 36.159 % |
c |     3557         0      562 |     118      486    31445 |   957     3983       16  1947809 | 36.158 % |
c |     3594         0      559 |     118      486    31558 |   962     3987       16  1957755 | 36.158 % |
c |     3609         0      559 |     118      486    31916 |   967     3969       16  1967658 | 36.158 % |
c |     3613         0      561 |     118      486    32018 |   972     3993       16  1977578 | 36.158 % |
c |     3613         0      564 |     118      486    32084 |   977     3979       16  1987533 | 36.158 % |
c |     3615         0      567 |     118      486    32240 |   982     3984       16  1997424 | 36.158 % |
c |     3643         0      565 |     118      486    32339 |   987     3976       16  2007361 | 36.158 % |
c |     3659         0      565 |     118      486    32485 |   992     3977       16  2017268 | 36.158 % |
c |     3687         0      564 |     118      486    32656 |   997     3983       16  2027182 | 36.158 % |
c |     3709         0      563 |     118      486    32753 |  1002     3991       16  2037117 | 36.158 % |
c |     3733         0      562 |     118      486    32871 |  1007     3987       16  2047052 | 36.158 % |
c |     3736         0      564 |     118      486    32966 |  1012     3967       16  2056979 | 36.158 % |
c |     3737         0      567 |     118      486    33005 |  1017     3986       16  2066908 | 36.158 % |
c |     3737         0      569 |     118      486    33292 |  1022     3913       16  2076808 | 36.158 % |
c |     3767         0      568 |     118      486    33424 |  1027     3974       18  2086667 | 36.159 % |
c |     3791         0      567 |     118      486    33579 |  1032     3978       18  2096600 | 36.158 % |
c |     3806         0      567 |     118      486    33768 |  1037     3950       18  2106530 | 36.158 % |
c |     3813         0      569 |     118      486    33968 |  1042     3977       18  2116423 | 36.158 % |
c |     3856         0      565 |     118      486    34105 |  1047     3990       18  2126343 | 36.158 % |
c |     3858         0      567 |     118      486    34261 |  1052     3976       18  2136283 | 36.158 % |
c |     3886         0      566 |     118      486    34322 |  1057     3993       18  2146210 | 36.158 % |
c |     3897         0      567 |     118      486    34598 |  1062     3952       18  2156139 | 36.158 % |
c |     3917         0      566 |     118      486    34764 |  1067     3973       18  2166029 | 36.159 % |
c |     3929         0      567 |     118      486    34918 |  1072     3978       19  2175955 | 36.158 % |
c |     3953         0      566 |     118      486    35095 |  1077     3991       19  2185876 | 36.158 % |
c |     3987         0      564 |     118      486    35165 |  1082     3993       19  2195842 | 36.158 % |
c |     4007         0      564 |     118      486    35229 |  1087     3973       19  2205800 | 36.158 % |
c |     4008         0      566 |     118      486    35279 |  1092     3988       19  2215707 | 36.158 % |
c |     4008         0      568 |     118      486    35359 |  1097     3969       19  2225655 | 36.158 % |
c |     4029         0      568 |     118      486    35521 |  1102     3957       20  2235581 | 36.158 % |
c |     4041         0      569 |     118      486    35690 |  1107     3965       20  2245479 | 36.158 % |
c |     4091         0      564 |     118      486    35745 |  1112     3985       20  2255411 | 36.158 % |
c |     4103         0      565 |     118      486    35834 |  1117     3972       20  2265355 | 36.158 % |
c |     4138         0      563 |     118      486    35987 |  1122     3988       20  2275272 | 36.158 % |
c |     4162         0      562 |     118      486    36091 |  1127     3987       21  2285227 | 36.158 % |
c |     4195         0      560 |     118      486    36345 |  1132     3985       21  2295136 | 36.159 % |
c |     4202         0      561 |     118      486    36539 |  1137     3964       21  2305015 | 36.158 % |
c |     4206         0      563 |     118      486    36716 |  1142     3962       21  2314922 | 36.158 % |
c |     4222         0      563 |     118      486    36822 |  1147     3974       22  2324820 | 36.158 % |
c |     4243         0      563 |     118      486    36930 |  1152     3973       23  2334750 | 36.158 % |
c |     4247         0      565 |     118      486    37110 |  1157     3963       24  2344633 | 36.158 % |
c |     4259         0      565 |     118      486    37557 |  1162     3948       25  2354457 | 36.158 % |
c |     4291         0      563 |     118      486    37669 |  1167     3963       25  2364344 | 36.159 % |
c |     4318         0      562 |     118      486    37781 |  1172     3988       25  2374261 | 36.158 % |
c |     4349         0      561 |     118      486    37852 |  1177     3990       25  2384192 | 36.158 % |
c |     4354         0      562 |     118      486    37938 |  1182     3986       25  2394122 | 36.159 % |
c |     4380         0      561 |     118      486    38051 |  1187     3983       25  2404042 | 36.158 % |
c |     4394         0      562 |     118      486    38144 |  1192     3981       25  2413975 | 36.158 % |
c |     4425         0      560 |     118      486    38439 |  1197     3973       25  2423863 | 36.158 % |
c |     4434         0      561 |     118      486    38480 |  1202     4004       25  2433800 | 36.158 % |
c |     4437         0      563 |     118      486    38557 |  1207     3976       25  2443778 | 36.158 % |
c |     4456         0      563 |     118      486    38719 |  1212     3983       25  2453699 | 36.159 % |
c |     4472         0      563 |     118      486    38818 |  1217     3980       25  2463630 | 36.158 % |
c |     4485         0      564 |     118      486    39082 |  1222     3974       25  2473524 | 36.158 % |
c |     4510         0      563 |     118      486    39173 |  1227     3986       25  2483456 | 36.158 % |
c |     4524         0      563 |     118      486    39240 |  1232     3968       25  2493387 | 36.158 % |
c |     4527         0      565 |     118      486    39538 |  1237     3936       25  2503267 | 36.158 % |
c |     4573         0      561 |     118      486    39649 |  1242     3991       25  2513159 | 36.158 % |
c |     4608         0      559 |     118      486    39769 |  1247     3982       25  2523101 | 36.158 % |
c |     4613         0      561 |     118      486    40139 |  1252     3943       25  2533020 | 36.158 % |
c |     4623         0      562 |     118      486    40376 |  1257     3972       25  2542897 | 36.159 % |
c |     4630         0      563 |     118      486    40438 |  1262     3990       25  2552821 | 36.158 % |
c |     4647         0      563 |     118      486    40526 |  1267     3968       25  2562761 | 36.158 % |
c |     4659         0      564 |     118      486    40898 |  1272     3977       25  2572626 | 36.158 % |
c |     4683         0      563 |     118      486    41015 |  1277     3982       25  2582551 | 36.158 % |
c |     4702         0      563 |     118      486    41224 |  1282     3959       25  2592462 | 36.158 % |
c |     4711         0      564 |     118      486    41594 |  1287     3981       25  2602322 | 36.158 % |
c |     4726         0      564 |     118      486    41779 |  1292     3989       26  2612226 | 36.159 % |
c |     4730         0      566 |     118      486    41894 |  1297     3980       26  2622159 | 36.158 % |
c |     4759         0      565 |     118      486    42019 |  1302     3987       26  2632078 | 36.158 % |
c |     4777         0      565 |     118      486    42155 |  1307     3975       26  2642033 | 36.158 % |
c |     4790         0      565 |     118      486    42222 |  1312     3998       26  2651967 | 36.158 % |
c |     4820         0      564 |     118      486    42381 |  1317     3968       26  2661933 | 36.158 % |
c |     4830         0      565 |     118      486    42597 |  1322     3965       26  2671825 | 36.158 % |
c |     4847         0      565 |     118      486    42757 |  1327     3970       26  2681716 | 36.158 % |
c |     4869         0      564 |     118      486    43015 |  1332     3983       27  2691621 | 36.158 % |
c |     4886         0      564 |     118      486    43077 |  1337     3996       27  2701563 | 36.158 % |
c |     4912         0      563 |     118      486    43155 |  1342     3994       27  2711518 | 36.158 % |
c |     4928         0      564 |     118      486    43286 |  1347     3986       27  2721460 | 36.158 % |
c |     4956         0      562 |     118      486    43338 |  1352     3990       27  2731419 | 36.158 % |
c |     4985         0      561 |     118      486    43633 |  1357     3976       27  2741313 | 36.158 % |
c |     4998         0      562 |     118      486    43816 |  1362     3985       27  2751234 | 36.158 % |
c |     5033         0      560 |     118      486    44242 |  1367     3949       28  2761120 | 36.159 % |
c |     5033         0      562 |     118      486    44431 |  1372     3936       28  2770999 | 36.159 % |
c |     5068         0      560 |     118      486    44940 |  1377     3980       30  2780800 | 36.158 % |
c |     5111         0      557 |     118      486    45021 |  1382     3985       30  2790753 | 36.158 % |
c |     5130         0      557 |     118      486    45272 |  1387     3986       30  2800680 | 36.158 % |
c |     5156         0      556 |     118      486    45631 |  1392     3964       30  2810592 | 36.158 % |
c |     5156         0      558 |     118      486    45884 |  1397     3935       30  2820493 | 36.158 % |
c |     5178         0      558 |     118      486    46603 |  1402     3940       31  2830234 | 36.158 % |
c |     5190         0      558 |     118      486    46876 |  1407     3960       32  2840086 | 36.158 % |
c |     5214         0      558 |     118      486    47027 |  1412     3984       32  2850000 | 36.158 % |
c |     5243         0      556 |     118      486    47118 |  1417     3998       32  2859941 | 36.158 % |
c |     5251         0      557 |     118      486    47246 |  1422     3980       32  2869871 | 36.158 % |
c |     5298         0      554 |     118      486    47333 |  1427     3984       32  2879804 | 36.158 % |
c |     5325         0      553 |     118      486    47469 |  1432     3972       32  2889752 | 36.158 % |
c |     5349         0      553 |     118      486    47662 |  1437     3978       32  2899658 | 36.158 % |
c |     5380         0      552 |     118      486    47837 |  1442     3980       32  2909589 | 36.158 % |
c |     5406         0      551 |     118      486    47898 |  1447     3978       32  2919535 | 36.158 % |
c |     5415         0      552 |     118      486    48112 |  1452     3977       32  2929455 | 36.158 % |
c |     5451         0      550 |     118      486    48310 |  1457     3991       32  2939365 | 36.158 % |
c |     5469         0      550 |     118      486    48442 |  1462     4001       32  2949303 | 36.158 % |
c |     5512         0      547 |     118      486    48543 |  1467     3995       32  2959260 | 36.158 % |
c |     5535         0      547 |     118      486    48624 |  1472     3975       32  2969208 | 36.158 % |
c |     5568         0      545 |     118      486    48781 |  1477     3993       32  2979134 | 36.158 % |
c |     5591         0      545 |     118      486    48936 |  1482     3998       32  2989057 | 36.158 % |
c |     5604         0      546 |     118      486    49028 |  1487     3977       32  2999018 | 36.158 % |
c |     5641         0      544 |     118      486    49313 |  1492     3977       32  3008930 | 36.158 % |
