c
c This is glucose 4.1 --  based on MiniSAT (Many thanks to MiniSAT team)
c
c ========================================[ Problem Statistics ]===========================================
c |                                                                                                       |
c |  Number of variables:         12308                                                                   |
c |  Number of clauses:           30518                                                                   |
c |  Parse time:                   0.04 s                                                                 |
c |                                                                                                       |
c | Preprocesing is fully done
c |  Eliminated clauses:           0.13 Mb                                                                |
c |  Simplification time:          0.08 s                                                                 |
c |                                                                                                       |
c ========================================[ MAGIC CONSTANTS ]==============================================
c | Constants are supposed to work well together :-)                                                      |
c | however, if you find better choices, please let us known...                                           |
c |-------------------------------------------------------------------------------------------------------|
c | Adapt dynamically the solver after 100000 conflicts (restarts, reduction strategies...)               |
c |-------------------------------------------------------------------------------------------------------|
c |                                |                                |                                     |
c | - Restarts:                    | - Reduce Clause DB:            | - Minimize Asserting:               |
c |   * LBD Queue    :     50      |   * First     :   2000         |    * size <  30                     |
c |   * Trail  Queue :   5000      |   * Inc       :    300         |    * lbd  <   6                     |
c |   * K            :   0.80      |   * Special   :   1000         |                                     |
c |   * R            :   1.40      |   * Protected :  (lbd)< 30     |                                     |
c |                                |                                |                                     |
c ==================================[ Search Statistics (every  10000 conflicts) ]=========================
c |                                                                                                       |
c |          RESTARTS           |          ORIGINAL         |              LEARNT              | Progress |
c |      417         0     1055 |     131      528     1629 |    18    49805       15   390193 |  3.104 % |
c |      447         0     1006 |     131      528     1629 |    18    59805       15   390193 |  3.104 % |
c |      454         0     1013 |     131      528     1629 |    18    69805       15   390193 |  3.104 % |
c |      464         0     1012 |     131      528     1629 |    18    79805       15   390193 |  3.104 % |
c |      477         0     1006 |     131      528     1629 |    18    89805       15   390193 |  3.104 % |
c |      499         0      981 |     131      528     1629 |    19    53603       15   436395 |  3.104 % |
c |      529         0      945 |     131      528     1629 |    19    63603       15   436395 |  3.104 % |
c |      544         0      937 |     131      528     1629 |    19    73603       15   436395 |  3.104 % |
c |      544         0      955 |     131      528     1629 |    19    83603       15   436395 |  3.104 % |
c |      561         0      944 |     131      528     1629 |    19    93603       17   436395 |  3.104 % |
c |      592         0      912 |     131      528     1629 |    20    54804       17   485194 |  3.104 % |
c |      605         0      909 |     131      528     1629 |    20    64804       17   485194 |  3.104 % |
c |      636         0      880 |     131      528     1629 |    20    74804       18   485194 |  3.104 % |
c |      651         0      875 |     131      528     1629 |    20    84804       18   485194 |  3.104 % |
c |      669         0      866 |     131      528     1629 |    20    94804       18   485194 |  3.104 % |
c |      694         0      850 |     131      528     1629 |    21    53407       18   536591 |  3.104 % |
c |      694         0      864 |     131      528     1629 |    21    63407       19   536591 |  3.104 % |
c |      714         0      854 |     131      528     1629 |    21    73407       19   536591 |  3.104 % |
c |      726         0      853 |     131      528     1629 |    21    83407       19   536591 |  3.104 % |
c |      726         0      867 |     131      528     1629 |    21    93407       19   536591 |  3.104 % |
c |      733         0      873 |     131      528     1629 |    21   103407       19   536591 |  3.104 % |
c |      767         0      847 |     131      528     1629 |    22    59406       19   590592 |  3.104 % |
c |      787         0      838 |     131      528     1629 |    22    69406       19   590592 |  3.104 % |
c |      813         0      824 |     131      528     1629 |    22    79406       19   590592 |  3.104 % |
c |      831         0      818 |     131      528     1629 |    22    89406       19   590592 |  3.104 % |
c |      851         0      810 |     131      528     1629 |    22    99406       20   590592 |  3.104 % |
c |      876         0      799 |     131      528     1629 |    22   109406       21   590592 |  3.104 % |
c |      889         0      798 |     131      528     1629 |    23    62804       22   647194 |  3.104 % |
c |      902         0      798 |     131      528     1629 |    23    72804       22   647194 |  3.104 % |
c |      916         0      796 |     131      528     1629 |    23    82804       22   647194 |  3.104 % |
c |      930         0      795 |     131      528     1629 |    23    92804       22   647194 |  3.104 % |
c |      951         0      788 |     131      528     1629 |    23   102804       22   647194 |  3.104 % |
c |      972         0      781 |     131      528     1629 |    23   112804       22   647194 |  3.104 % |
c |      985         0      781 |     131      528     1629 |    24    63608       22   706390 |  3.104 % |
c |     1005         0      776 |     131      528     1629 |    24    73608       22   706390 |  3.104 % |
c |     1020         0      774 |     131      528     1629 |    24    83608       22   706390 |  3.104 % |
c |     1055         0      758 |     131      528     1629 |    24    93608       22   706390 |  3.104 % |
c |     1063         0      761 |     131      528     1629 |    24   103608       22   706390 |  3.104 % |
c |     1106         0      741 |     131      528     1629 |    24   113608       22   706390 |  3.104 % |
c |     1133         0      732 |     131      528     1629 |    24   123608       22   706390 |  3.104 % |
c |     1154         0      727 |     131      528     1629 |    25    71812       22   768186 |  3.104 % |
c |     1178         0      721 |     131      528     1629 |    25    81812       22   768186 |  3.104 % |
c |     1186         0      725 |     131      528     1629 |    25    91812       23   768186 |  3.104 % |
c |     1186         0      733 |     131      528     1629 |    25   101812       23   768186 |  3.104 % |
c |     1186         0      741 |     131      528     1629 |    25   111812       23   768186 |  3.104 % |
c |     1186         0      750 |     131      528     1629 |    25   121812       23   768186 |  3.104 % |
c |     1221         0      737 |     131      528     1629 |    26    67412       23   832586 |  3.104 % |
c |     1267         0      718 |     131      528     1629 |    26    77412       23   832586 |  3.104 % |
c |     1288         0      714 |     131      528     1629 |    26    87412       23   832586 |  3.104 % |
c |     1294         0      718 |     131      528     1629 |    26    97412       23   832586 |  3.104 % |
c |     1298         0      724 |     131      528     1629 |    26   107412       23   832586 |  3.104 % |
c |     1311         0      724 |     131      528     1629 |    26   117412       23   832586 |  3.104 % |
c |     1335         0      719 |     131      528     1629 |    26   127412       24   832586 |  3.104 % |
c |     1361         0      712 |     131      528     1629 |    27    70408       24   899590 |  3.104 % |
c |     1388         0      706 |     131      528     1629 |    27    80408       24   899590 |  3.104 % |
c |     1406         0      704 |     131      528     1629 |    27    90408       24   899590 |  3.104 % |
c |     1444         0      692 |     131      528     1629 |    27   100408       24   899590 |  3.104 % |
c |     1457         0      693 |     131      528     1629 |    27   110408       24   899590 |  3.104 % |
c |     1504         0      678 |     131      528     1629 |    27   120408       24   899590 |  3.104 % |
c |     1528         0      674 |     131      528     1629 |    27   130408       24   899590 |  3.104 % |
c |     1560         0      666 |     131      528     1629 |    28    70809       24   969189 |  3.104 % |
c |     1585         0      662 |     131      528     1629 |    28    80809       24   969189 |  3.104 % |
c |     1618         0      655 |     131      528     1629 |    28    90809       24   969189 |  3.104 % |
c |     1639         0      652 |     131      528     1629 |    28   100809       24   969189 |  3.104 % |
c |     1664         0      649 |     131      528     1629 |    28   110809       24   969189 |  3.104 % |
c |     1699         0      641 |     131      528     1629 |    28   120809       24   969189 |  3.104 % |
c |     1726         0      637 |     131      528     1629 |    28   130809       24   969189 |  3.104 % |
c |     1755         0      632 |     131      528     1629 |    28   140809       24   969189 |  3.104 % |
c |     1767         0      633 |     131      528     1629 |    29    78607       24  1041391 |  3.104 % |
c |     1801         0      627 |     131      528     1629 |    29    88607       25  1041391 |  3.104 % |
c |     1805         0      631 |     131      528     1629 |    29    98607       25  1041391 |  3.104 % |
c |     1807         0      636 |     131      528     1629 |    29   108607       25  1041391 |  3.104 % |
c |     1830         0      633 |     131      528     1629 |    29   118607       25  1041391 |  3.104 % |
c |     1843         0      634 |     131      528     1629 |    29   128607       25  1041391 |  3.104 % |
c |     1864         0      633 |     131      528     1629 |    29   138607       25  1041391 |  3.104 % |
c |     1904         0      625 |     131      528     1629 |    29   148607       25  1041391 |  3.104 % |
c |     1912         0      627 |     131      528     1629 |    30    83811       25  1116187 |  3.104 % |
c |     1939         0      624 |     131      528     1629 |    30    93811       26  1116187 |  3.104 % |
c |     1939         0      629 |     131      528     1629 |    30   103811       26  1116187 |  3.104 % |
c |     1963         0      626 |     131      528     1629 |    30   113811       26  1116187 |  3.104 % |
c |     1977         0      627 |     131      528     1629 |    30   123811       26  1116187 |  3.104 % |
c |     2018         0      619 |     131      528     1629 |    30   133811       26  1116187 |  3.104 % |
c |     2031         0      620 |     131      528     1629 |    30   143811       26  1116187 |  3.104 % |
c |     2061         0      616 |     131      528     1629 |    30   153811       26  1116187 |  3.104 % |
c |     2090         0      612 |     131      528     1629 |    31    86414       26  1193584 |  3.104 % |
c |     2105         0      612 |     131      528     1629 |    31    96414       26  1193584 |  3.104 % |
c |     2118         0      613 |     131      528     1629 |    31   106414       26  1193584 |  3.104 % |
c |     2158         0      607 |     131      528     1629 |    31   116414       26  1193584 |  3.104 % |
c |     2185         0      604 |     131      528     1629 |    31   126414       26  1193584 |  3.104 % |
c |     2199         0      604 |     131      528     1629 |    31   136414       26  1193584 |  3.104 % |
c |     2213         0      605 |     131      528     1629 |    31   146414       26  1193584 |  3.104 % |
c |     2226         0      606 |     131      528     1629 |    31   156414       26  1193584 |  3.104 % |
c |     2230         0      609 |     131      528     1629 |    32    86415       26  1273583 |  3.104 % |
c |     2238         0      612 |     131      528     1629 |    32    96415       26  1273583 |  3.104 % |
c |     2244         0      614 |     131      528     1629 |    32   106415       26  1273583 |  3.104 % |
c |     2253         0      616 |     131      528     1629 |    32   116415       26  1273583 |  3.104 % |
c |     2280         0      614 |     131      528     1629 |    32   126415       26  1273583 |  3.104 % |
c |     2309         0      610 |     131      528     1629 |    32   136415       27  1273583 |  3.104 % |
c |     2350         0      604 |     131      528     1629 |    32   146415       27  1273583 |  3.104 % |
c |     2381         0      600 |     131      528     1629 |    32   156415       27  1273583 |  3.104 % |
c |     2419         0      595 |     131      528     1629 |    33    83814       27  1356184 |  3.104 % |
c |     2437         0      594 |     131      528     1629 |    33    93814       27  1356184 |  3.104 % |
c |     2451         0      595 |     131      528     1629 |    33   103814       27  1356184 |  3.104 % |
c |     2453         0      599 |     131      528     1629 |    33   113814       27  1356184 |  3.104 % |
c |     2483         0      596 |     131      528     1629 |    33   123814       27  1356184 |  3.104 % |
c |     2507         0      594 |     131      528     1629 |    33   133814       27  1356184 |  3.104 % |
c |     2543         0      589 |     131      528     1629 |    33   143814       27  1356184 |  3.104 % |
c |     2557         0      590 |     131      528     1629 |    33   153814       27  1356184 |  3.104 % |
c |     2561         0      593 |     131      528     1629 |    33   163814       27  1356184 |  3.104 % |
c |     2582         0      592 |     131      528     1629 |    34    88608       27  1441390 |  3.104 % |
c |     2594         0      593 |     131      528     1629 |    34    98608       28  1441390 |  3.104 % |
c |     2614         0      592 |     131      528     1629 |    34   108608       28  1441390 |  3.104 % |
c |     2649         0      588 |     131      528     1629 |    34   118608       28  1441390 |  3.104 % |
c |     2654         0      591 |     131      528     1629 |    34   128608       28  1441390 |  3.104 % |
c |     2676         0      590 |     131      528     1629 |    34   138608       28  1441390 |  3.104 % |
c |     2696         0      589 |     131      528     1629 |    34   148608       28  1441390 |  3.104 % |
c |     2729         0      586 |     131      528     1629 |    34   158608       28  1441390 |  3.104 % |
c |     2768         0      581 |     131      528     1629 |    34   168608       28  1441390 |  3.104 % |
c |     2808         0      576 |     131      528     1629 |    35    90812       28  1529186 |  3.104 % |
c |     2830         0      575 |     131      528     1629 |    35   100812       28  1529186 |  3.104 % |
c |     2844         0      576 |     131      528     1629 |    35   110812       28  1529186 |  3.104 % |
c |     2845         0      579 |     131      528     1629 |    35   120812       28  1529186 |  3.104 % |
c |     2866         0      579 |     131      528     1629 |    35   130812       28  1529186 |  3.104 % |
c |     2881         0      579 |     131      528     1629 |    35   140812       28  1529186 |  3.104 % |
c |     2887         0      581 |     131      528     1629 |    35   150812       28  1529186 |  3.104 % |
c |     2907         0      581 |     131      528     1629 |    35   160812       28  1529186 |  3.104 % |
c |     2929         0      580 |     131      528     1629 |    35   170812       28  1529186 |  3.104 % |
c |     2948         0      580 |     131      528     1629 |    35   180812       28  1529186 |  3.104 % |
c |     2982         0      576 |     131      528     1629 |    36   100414       28  1619584 |  3.104 % |
c |     3014         0      573 |     131      528     1629 |    36   110414       28  1619584 |  3.104 % |
c |     3045         0      571 |     131      528     1629 |    36   120414       28  1619584 |  3.104 % |
c |     3076         0      568 |     131      528     1629 |    36   130414       28  1619584 |  3.104 % |
c |     3085         0      570 |     131      528     1629 |    36   140414       28  1619584 |  3.104 % |
c |     3085         0      573 |     131      528     1629 |    36   150414       29  1619584 |  3.104 % |
c |     3085         0      576 |     131      528     1629 |    36   160414       29  1619584 |  3.104 % |
c |     3093         0      578 |     131      528     1629 |    36   170414       29  1619584 |  3.104 % |
c |     3134         0      574 |     131      528     1629 |    36   180414       29  1619584 |  3.104 % |
c |     3171         0      570 |     131      528     1629 |    37    97409       29  1712589 |  3.104 % |
c |     3198         0      569 |     131      528     1629 |    37   107409       29  1712589 |  3.104 % |
c |     3221         0      568 |     131      528     1629 |    37   117409       29  1712589 |  3.104 % |
c |     3234         0      568 |     131      528     1629 |    37   127409       29  1712589 |  3.104 % |
c |     3244         0      570 |     131      528     1629 |    37   137409       29  1712589 |  3.104 % |
c |     3270         0      568 |     131      528     1629 |    37   147409       29  1712589 |  3.104 % |
c |     3280         0      570 |     131      528     1629 |    37   157409       29  1712589 |  3.104 % |
c |     3294         0      570 |     131      528     1629 |    37   167409       29  1712589 |  3.104 % |
c |     3323         0      568 |     131      528     1629 |    37   177409       29  1712589 |  3.104 % |
c |     3330         0      570 |     131      528     1629 |    37   187409       29  1712589 |  3.104 % |
c |     3344         0      571 |     131      528     1629 |    38   101806       29  1808192 |  3.104 % |
c |     3349         0      573 |     131      528     1629 |    38   111806       29  1808192 |  3.104 % |
c |     3358         0      574 |     131      528     1629 |    38   121806       29  1808192 |  3.104 % |
c |     3365         0      576 |     131      528     1629 |    38   131806       29  1808192 |  3.104 % |
c |     3371         0      578 |     131      528     1629 |    38   141806       29  1808192 |  3.104 % |
c |     3390         0      578 |     131      528     1629 |    38   151806       29  1808192 |  3.104 % |
c |     3396         0      580 |     131      528     1629 |    38   161806       29  1808192 |  3.104 % |
c |     3406         0      581 |     131      528     1629 |    38   171806       29  1808192 |  3.104 % |
c |     3452         0      576 |     131      528     1629 |    38   181806       29  1808192 |  3.104 % |
c |     3463         0      577 |     131      528     1629 |    38   191806       29  1808192 |  3.104 % |
c |     3475         0      578 |     131      528     1629 |    39   103607       29  1906391 |  3.104 % |
c |     3487         0      579 |     131      528     1629 |    39   113607       29  1906391 |  3.104 % |
c |     3506         0      579 |     131      528     1629 |    39   123607       29  1906391 |  3.104 % |
c |     3517         0      580 |     131      528     1629 |    39   133607       29  1906391 |  3.104 % |
c |     3535         0      579 |     131      528     1629 |    39   143607       29  1906391 |  3.104 % |
c |     3552         0      579 |     131      528     1629 |    39   153607       29  1906391 |  3.104 % |
c |     3585         0      577 |     131      528     1629 |    39   163607       29  1906391 |  3.104 % |
c |     3607         0      576 |     131      528     1629 |    39   173607       29  1906391 |  3.104 % |
c |     3625         0      576 |     131      528     1629 |    39   183607       29  1906391 |  3.104 % |
c |     3654         0      574 |     131      528     1629 |    39   193607       29  1906391 |  3.104 % |
c |     3667         0      575 |     131      528     1629 |    40   102805       29  2007193 |  3.104 % |
c |     3673         0      577 |     131      528     1629 |    40   112805       29  2007193 |  3.104 % |
c |     3710         0      574 |     131      528     1629 |    40   122805       29  2007193 |  3.104 % |
c |     3725         0      574 |     131      528     1629 |    40   132805       29  2007193 |  3.104 % |
c |     3725         0      577 |     131      528     1629 |    40   142805       29  2007193 |  3.104 % |
c |     3730         0      579 |     131      528     1629 |    40   152805       29  2007193 |  3.104 % |
c |     3743         0      579 |     131      528     1629 |    40   162805       29  2007193 |  3.104 % |
c =========================================================================================================
c restarts              : 3743 (581 conflicts in avg)
c blocked restarts      : 0 (multiple: 0) 
c last block at restart : 0
c nb ReduceDB           : 40
c nb removed Clauses    : 2007193
c nb learnts DL2        : 29
c nb learnts size 2     : 0
c nb learnts size 1     : 0
c conflicts             : 2178014        (7202 /sec)
c decisions             : 2621927        (0.00 % random) (8670 /sec)
c propagations          : 37944468       (125476 /sec)
c nb reduced Clauses    : 1847
c CPU time              : 302.404 s

s INDETERMINATE
